investment_id,investor_name,limited_partnter_name,commitments
1997,Double Time Capital,Social Venture Circle,
1998,Draper Athena,Aberdeen Private Equity Fund,1.0
1999,Draper Athena,Draper Venture Network,
2000,Draper Athena,Hampshire Pension Fund	,1.0
2001,Draper Athena,Headlands Capital	,2.0
2002,Draper Dragon,Applied Ventures,1.0
2003,Draper Dragon,Draper Venture Network,
2004,Draper Dragon,New Jersey Division of Investment	,1.0
2005,Draper Dragon,Prospect Hill Foundation,1.0
2006,Draper Dragon,The Gideon Hixon Fund	,
2007,Draper Triangle Ventures,Allegheny County Retirement System	,3.0
2008,Draper Triangle Ventures,Claude Worthington Benedum Foundation	,1.0
2009,Draper Triangle Ventures,Draper Venture Network,
2010,Draper Triangle Ventures,Fort Washington Capital Partners,2.0
2011,Draper Triangle Ventures,Gar Foundation,1.0
2012,Draper Triangle Ventures,GCM Grosvenor Private Markets	,
2013,Draper Triangle Ventures,Hauser Private Equity,
2014,Draper Triangle Ventures,Incline Equity Partners,1.0
2015,Draper Triangle Ventures,Katherine Mabis Mckenna Foundation	,2.0
2016,Draper Triangle Ventures,Ohio Bureau of Workers' Compensation Fund,1.0
2017,Draper Triangle Ventures,Pennsylvania Department of Community and Economic Development	,1.0
2018,Draper Triangle Ventures,Pennsylvania State Employees' Retirement System,3.0
2019,Draper Triangle Ventures,PNC Erieview Capital	,1.0
2020,Draper Triangle Ventures,Renaissance Venture Capital,1.0
2021,Draper Triangle Ventures,Roy A. Hunt Foundation,1.0
2022,Draper Triangle Ventures,The Cleveland Foundation	,1.0
2023,Draper Triangle Ventures,The Ohio Capital Fund	,2.0
2024,Dreamit Ventures,Digital Entertainment Ventures,
2025,Dreamit Ventures,Jeffrey Vinik,
2026,Early Stage Partners,Credit Suisse,
2027,Early Stage Partners,David and Inez Myers Foundation,2.0
2028,Early Stage Partners,Gar Foundation,2.0
2029,Early Stage Partners,George Gund Foundation,2.0
2030,Early Stage Partners,John P. Murphy Foundation	,1.0
2031,Early Stage Partners,Ohio Bureau of Workers' Compensation Fund	,1.0
2032,Early Stage Partners,Symark,
2033,Early Stage Partners,The Cleveland Foundation	,2.0
2034,Early Stage Partners,The Ohio Capital Fund	,1.0
2035,Easton Capital Investment Group,Brighthouse Financial,1.0
2036,Easton Capital Investment Group,Cramer Rosenthal McGlynn,1.0
2037,Easton Capital Investment Group,Industry Ventures,
2038,Easton Capital Investment Group,New York State Common Retirement Fund,2.0
2039,Easton Capital Investment Group,Travelers Indemnity Company	,1.0
2040,Echoing Green,The Goldman Sachs Group	,
2041,EcoEnterprises Fund,Blink (Netherlands),
2042,EcoEnterprises Fund,Ceniarth,1.0
2043,EcoEnterprises Fund,FinDev Canada,1.0
2044,EcoEnterprises Fund,FMO- Dutch entrepreneurial development bank,2.0
2045,EcoEnterprises Fund,FMO- Dutch entrepreneurial development bank	,2.0
2046,EcoEnterprises Fund,Goeie Grutten Impact Fonds	,
2047,EcoEnterprises Fund,Norfund,1.0
2048,EcoEnterprises Fund,The Fink Family Foundation	,1.0
2049,EDF Ventures,Briggs & Stratton Pension Plan,2.0
2050,EDF Ventures,Charles Stewart Mott Foundation,1.0
2051,EDF Ventures,Detroit Diesel,2.0
2052,EDF Ventures,Fort Washington Capital Partners,1.0
2053,EDF Ventures,Masco Corporation Retirement Master Trust	,1.0
2054,EDF Ventures,Michigan Department of Treasury	,1.0
2055,EDF Ventures,Michigan State University Endowment	,1.0
2056,EDF Ventures,Ohio Bureau of Workers' Compensation Fund,1.0
2057,EDF Ventures,PNC Erieview Capital	,1.0
2058,EDF Ventures,The Herbert H. and Grace A. Dow Foundation,3.0
2059,ElI Capital Management,Chicago Policemen's Annuity & Benefits Fund,1.0
2060,ElI Capital Management,San Diego City Employees' Retirement System	,
2061,Elevate Capital,Bank of America,1.0
2062,Elevate Capital,City of Portland,
2063,Elevate Capital,Meyer Memorial Trust,2.0
2064,Elevate Capital,Multnomah County Pension,
2065,Elevate Capital,Oregon Community Foundation,1.0
2066,Elevate Capital,Oregon Growth Board,1.0
2067,Elevate Capital,Prosper Portland,
2068,Elevate Capital,State of Oregon,
2069,Elevate Capital,TiE Angels Oregon,
2070,Elixir Capital,Malaysia Venture Capital Management	,1.0
2071,Emergent Medical Partners,Terumo,1.0
2072,Enerdigm,Darren Kimura,
2073,Energy Innovation Capital,Fire & Police Pension Association of Colorado	,1.0
2074,Engineering Capital,Cendana Capital,
2075,Enterprise Florida,Bank of America,1.0
2076,Enterprise Florida,Florida State Board of Administration,1.0
2077,Envest Private Equity,Old Dominion University Endowment,1.0
2078,Equator Capital Partners,African Development Bank,1.0
2079,Equator Capital Partners,Asian Development Bank,2.0
2080,Equator Capital Partners,British International Investment	,3.0
2081,Equator Capital Partners,European Investment Bank,1.0
2082,Equator Capital Partners,Finnish Fund for Industrial Cooperation,2.0
2083,Equator Capital Partners,FMO- Dutch entrepreneurial development bank	,1.0
2084,Equator Capital Partners,Ford Foundation,1.0
2085,Equator Capital Partners,Gatsby Charitable Foundation	,1.0
2086,Equator Capital Partners,International Finance Corporation	,1.0
2087,Equator Capital Partners,KfW Group,1.0
2088,Equator Capital Partners,Oesterreichische Entwicklungsbank,1.0
2089,Equator Capital Partners,RBS Holdings N.V.,
2090,Equator Capital Partners,The Skoll Foundation	,2.0
2091,ESO Fund,Cross Creek,
2092,ESO Fund,Evergreen National Indemnity Company,1.0
2093,ESO Fund,Indemnity National Insurance,1.0
2094,Europlay Capital Advisors,GroveStreet,
2095,Europlay Capital Advisors,Insurance Australia Group,
2096,Evolv Ventures,Kraft Heinz,1.0
2097,Excel Venture Management,Ascension Ventures	,
2098,Excel Venture Management,Blue Cross and Blue Shield of North Carolina,2.0
2099,Excel Venture Management,BSS Retirement Plan For Bargained Employees,
2100,Excel Venture Management,John D. and Catherine T. MacArthur Foundation,1.0
2101,Excel Venture Management,The Boeing Company Employee Retirement Plans Master Trust,1.0
2102,Excell Partners,The Community Development Venture Capital Alliance	,1.0
2103,FATechnology Ventures,New York State Common Retirement Fund	,1.0
2104,Fabrice Grinda,Surender Punia,
2105,Female Founders Fund,Cambridge Associates	,1.0
2106,Female Founders Fund,Cherry Tree Investments	,
2107,Female Founders Fund,Doris Duke Charitable Foundation	,1.0
2108,Female Founders Fund,Melinda Gates,1.0
2109,Female Founders Fund,Pivotal Ventures,2.0
2110,Female Founders Fund,Plexo Capital,1.0
2111,Female Founders Fund,The Goldman Sachs Group,1.0
2112,Female Founders Fund,Twitter,1.0
2113,Fifty Years,Tank Hill Ventures,
2114,Fika Ventures,Bracket Capital,1.0
2115,Fika Ventures,Cherry Tree Investments,
2116,Fika Ventures,Cross Creek,2.0
2117,Fika Ventures,Eric Manlunas,1.0
2118,Fika Ventures,FourBridge Partners	,1.0
2119,Fika Ventures,Greenspring Associates,1.0
2120,Fika Ventures,Hall Capital Partners (San Francisco),1.0
2121,Fika Ventures,Los Angeles Fire and Police Pension System,1.0
2122,Fika Ventures,Phillip Capital,1.0
2123,Fika Ventures,Singapore Press Holdings,1.0
2124,Fika Ventures,State of Michigan Retirement Systems,1.0
2125,Fika Ventures,Village Capital,
2126,Fika Ventures,Wavemaker Partners,
2127,First Avenue Partners (Family Office),Arthur S. DeMoss Foundation	,1.0
2128,First Avenue Partners (Family Office),Maclellan Foundation,1.0
2129,First Stone Venture Partners,Upper Canada Equity Fund,
2130,Florida Opportunity Fund,State Small Business Credit Initiative	,1.0
2131,FM Capital (First Move Capital),Dian Graves Owen Foundation,1.0
2132,FM Capital (First Move Capital),Lancaster Investments	,1.0
2133,FM Capital (First Move Capital),McCombs Partners	,
2134,Foundation Investment Partners,Los Angeles County Employees' Retirement Association,
2135,Founder Collective,Cendana Capital,1.0
2136,Founder Collective,Foundry Group,
2137,Founder Collective,Jason Finger,
2138,Founder Collective,Joshua Stylman,
2139,Founder Collective,Mai Family Foundation,1.0
2140,Founder Collective,Peter Hershberg,
2141,Founder Collective,Union Grove Venture Partners	,
2142,Founders Equity,Colorado Public Employees' Retirement Association,1.0
2143,Founders Equity,New York State Common Retirement Fund	,2.0
2144,Founders Equity,Prospect Hill Foundation	,1.0
2145,Founders' Co-op,Andy Sack,
2146,Founders' Co-op,Dan Shapiro,1.0
2147,Founders' Co-op,Michael McSherry,1.0
2148,Founders' Co-op,Rajeev Singh,1.0
2149,Founders' Co-op,Ramesh Haridas,
2150,Founders' Co-op,Rogue Venture Partners,
2151,Founders' Co-op,The Russell Family Foundation	,1.0
2152,Founders' Co-op,Tihan Seale,
2153,Founders' Co-op,Vijay Vashee,1.0
2154,Founders' Co-op,Vikas Taneja,
2155,Frazier Technology Ventures,3M Employee Retirement Income Plan,1.0
2156,Frazier Technology Ventures,Minnesota Life Insurance Company,1.0
2157,Frazier Technology Ventures,Public Employee Retirement System of Idaho,1.0
2158,Frazier Technology Ventures,State of Wisconsin Investment Board,1.0
2159,Fresh Source Capital,Jessie Smith Noyes Foundation,1.0
2160,FreshTracks Capital,KeyBank,1.0
2161,FreshTracks Capital,Merchants Bancshares	,1.0
2162,FreshTracks Capital,Middlebury College Endowment,2.0
2163,FreshTracks Capital,National Life Insurance Company,1.0
2164,FreshTracks Capital,TD Banknorth,1.0
2165,FreshTracks Capital,The John Merck Fund,1.0
2166,FreshTracks Capital,Vermont Community Foundation,3.0
2167,FreshTracks Capital,Vermont Public Radio,2.0
2168,Frontier Ventures,Industry Ventures	,
2169,Frost Data Capital,The K Fund,
2170,Fuel Capital,Adrian Aoun,
2171,Fuel Capital,Ilya Sukhar,
2172,Fuel Capital,Robert Wood Johnson Foundation	,1.0
2173,Fund for Arkansas' Future,Arkansas Development Finance Authority,1.0
2174,Fund for Arkansas' Future,Cimarron Capital Partners,1.0
2175,G20 Ventures,Jitendra Saxena,
2176,G2T3V,Tribal Ventures,
2177,Garage Technology Ventures,Caisse de d¨¦p?t et placement du Qu¨¦bec,1.0
2178,Garage Technology Ventures,California Public Employees' Retirement System,1.0
2179,Garage Technology Ventures,Constantin Partners,
2180,Garage Technology Ventures,Draper Fisher Jurvetson Management,1.0
2181,Garage Technology Ventures,Fier Partners,1.0
2182,Garage Technology Ventures,Fonds de solidarit¨¦ FTQ	,1.0
2183,Garage Technology Ventures,Industry Ventures	,
2184,Garage Technology Ventures,Stifel Financial,1.0
2185,Garage Technology Ventures,SVB Capital,1.0
2186,Garage Technology Ventures,Thomas Weisel Global Growth Partners	,1.0
2187,Genesys Capital,BDC Capital,
2188,Genesys Capital,Business Development Bank of Canada	,1.0
2189,Genesys Capital,Fondaction,
2190,Genesys Capital,Teralys Capital,
2191,Gerken Capital Associates,Absolute Private Equity	,1.0
2192,Gibraltar Ventures (Toronto),BDC Capital,
2193,Gibraltar Ventures (Toronto),Business Development Bank of Canada	,1.0
2194,Gibraltar Ventures (Toronto),Corus Entertainment,1.0
2195,Gibraltar Ventures (Toronto),Globalive Capital	,
2196,Global Innovation Fund,U.S. Agency for International Development	,1.0
2197,Global Partnerships,Ceniarth,1.0
2198,Global Partnerships,KL Felicitas Foundation	,1.0
2199,Global Partnerships,Maryland State Retirement and Pension System	,1.0
2200,Global Partnerships,U.S. International Development Finance Corporation	,2.0
2201,Global Partnerships,U.S. International Development Finance Corporation	,2.0
2202,Global Partnerships,W. K. Kellogg Foundation,1.0
2203,Golden Seeds,Adam Quinton,
2204,Golden Seeds,Jean Hammond,
2205,Golden Seeds,The Community Development Venture Capital Alliance,1.0
2206,Goldman Sachs BDC (NYS: GSBD),Blum-Kovler Foundation,
2207,Goldman Sachs BDC (NYS: GSBD),Bobolink Foundation	,
2208,Goldman Sachs BDC (NYS: GSBD),Claude Worthington Benedum Foundation,
2209,Goldman Sachs BDC (NYS: GSBD),Gary And Mary West Foundation	,
2210,Goldman Sachs BDC (NYS: GSBD),Griffin-Cole Fund	,
2211,Goldman Sachs BDC (NYS: GSBD),Law Foundation of Silicon Valley	,
2212,Goldman Sachs BDC (NYS: GSBD),Lightfighter Trust	,
2213,Goldman Sachs BDC (NYS: GSBD),Norman Foundation	,
2214,Goldman Sachs BDC (NYS: GSBD),Pevaroff Cohn Family Foundation	,
2215,Goldman Sachs BDC (NYS: GSBD),S & G Foundation,
2216,Goldman Sachs BDC (NYS: GSBD),State Teachers Retirement System of Ohio	,
2217,Goldman Sachs BDC (NYS: GSBD),The Herbert H. and Grace A. Dow Foundation	,
2218,Goldman Sachs BDC (NYS: GSBD),The Hermine and David Heller Foundation	,
2219,Goldman Sachs BDC (NYS: GSBD),The Walsh Foundation	,
2220,Goldman Sachs BDC (NYS: GSBD),Vine And Branches Foundation	,
2221,Gotham Ventures,Ardian,1.0
2222,Gotham Ventures,Lee Daly,
2223,Gotham Ventures,Minnesota Life Insurance Company	,1.0
2224,Gotham Ventures,New York State Common Retirement Fund	,1.0
2225,Gotham Ventures,Private Equity Investor	,2.0
2226,Gotham Ventures,Travelers Indemnity Company	,1.0
2227,Gotham Ventures,Triad Foundation,1.0
2228,Govtech Fund,Bracket Capital,1.0
2229,Govtech Fund,Passport Foundation	,2.0
2230,Govtech Fund,Pi Investments,
2231,GrandBanks Capital,Caisse de d¨¦p?t et placement du Qu¨¦bec	,1.0
2232,GrandBanks Capital,Employers Insurance Company of Wausau,2.0
2233,GrandBanks Capital,Guardian Life Insurance Company of America	,1.0
2234,GrandBanks Capital,HarbourVest Partners	,2.0
2235,GrandBanks Capital,Haverhill Retirement System,1.0
2236,GrandBanks Capital,IBM Personal Pension Plan,2.0
2237,GrandBanks Capital,John Hancock Financial Services,1.0
2238,GrandBanks Capital,Liberty Insurance Corporation	,2.0
2239,GrandBanks Capital,Liberty Mutual Fire Insurance Company,2.0
2240,GrandBanks Capital,Liberty Mutual Insurance Company,2.0
2241,GrandBanks Capital,Lincoln Life Assurance Company of Boston,2.0
2242,GrandBanks Capital,Peerless Insurance Company,2.0
2243,GrandBanks Capital,Wallace Foundation	,2.0
2244,Grayhawk Capital,DF Enterprises,1.0
2245,Grayhawk Capital,Employees Retirement System of Texas	,1.0
2246,Grayhawk Capital,Small Business Investment	,1.0
2247,GreenHawk Corporation,North Carolina Retirement Systems	,1.0
2248,Greenmont Capital Partners,General Service Foundation,2.0
2249,Greenmont Capital Partners,MIT Retiree Welfare Benefit Trust,1.0
2250,GreenSoil Investments (Israel),Horizon Ventures,
2251,GreenSoil Investments (Israel),Innovation Endeavors,
2252,Greensoil Proptech Ventures,Henry Wolfond,1.0
2253,Greensoil Proptech Ventures,Leo Del Zotto,1.0
2254,Greensoil Proptech Ventures,Public Sector Pension Investment Board,1.0
2255,Greensoil Proptech Ventures,Stephen Greenberg,1.0
2256,GrowthWorks,Rosetta Capital,1.0
2257,Grupo Guayac¨¢n,Employees' Retirement System of the Government of the Commonwealth of Puerto Rico	,2.0
2258,Grupo Guayac¨¢n,Puerto Rico Telephone Company Master Trust	,1.0
2259,Guardian Realty Investors,Employees' Retirement Plan of Duke University	,1.0
2260,Guardian Realty Investors,John D. and Catherine T. MacArthur Foundation,1.0
2261,Guardian Realty Investors,Rasmuson Foundation	,1.0
2262,Guardian Realty Investors,The Kavli Foundation,1.0
2263,Halogen Ventures,Wavemaker Partners,1.0
2264,Hardware Club,Ark¨¦a Investment Services	,1.0
2265,Hardware Club,Bpifrance,1.0
2266,Hardware Club,Cr¨¦dit Mutuel Ark¨¦a	,1.0
2267,Hardware Club,DG Ventures (Japan),1.0
2268,Hardware Club,Hon Hai Precision	,1.0
2269,Hardware Club,Isomer Capital,1.0
2270,Hardware Club,Mistletoe,1.0
2271,Hardware Club,Molten Ventures,1.0
2272,Harlem Capital Partners,Apple,1.0
2273,Harlem Capital Partners,Consumer Technology Association,1.0
2274,Harlem Capital Partners,Dorm Room Fund	,1.0
2275,Harlem Capital Partners,State of Michigan	,1.0
2276,Harlem Capital Partners,The Weinberg Foundation,1.0
2277,Harlem Capital Partners,TPG,1.0
2278,Harlem Capital Partners,Vanderbilt University Endowment	,1.0
2279,Harlem Capital Partners,W. K. Kellogg Foundation	,1.0
2280,Harpoon,AMK Investment Office,1.0
2281,Harpoon,Illinois Municipal Retirement Fund	,1.0
2282,Harpoon,Oak Brook Police Pension Fund	,1.0
2283,HCAP Partners,Allstate Insurance Company	,1.0
2284,HCAP Partners,Ally Financial,1.0
2285,HCAP Partners,BMO Harris Bank,1.0
2286,HCAP Partners,California Public Employees' Retirement System        ,3.0
2287,HCAP Partners,Citibank Group,2.0
2288,HCAP Partners,First Republic Bank,1.0
2289,HCAP Partners,Ford Foundation,1.0
2290,HCAP Partners,Golden State Investment Fund	,
2291,HCAP Partners,Hamilton Lane,1.0
2292,HCAP Partners,Hollencrest Capital Management	,1.0
2293,HCAP Partners,HSBC Investments	,1.0
2294,HCAP Partners,ImpactAssets,
2295,HCAP Partners,Invesco,2.0
2296,HCAP Partners,Morgan Stanley,2.0
2297,HCAP Partners,MUFG Union Bank,2.0
2298,HCAP Partners,Mutual of Omaha Foundation,1.0
2299,HCAP Partners,New Summit Investments	,1.0
2300,HCAP Partners,Northwest Area Foundation,1.0
2301,HCAP Partners,Pacific Life Insurance	,2.0
2302,HCAP Partners,Pacific Premier Bancorp	,1.0
2303,HCAP Partners,Pacific Western Bank (Los Angeles),2.0
2304,HCAP Partners,PEI Funds,1.0
2305,HCAP Partners,Pi Investments,
2306,HCAP Partners,Safeco Insurance Company of America,1.0
2307,HCAP Partners,Silicon Valley Community Foundation	,
2308,HCAP Partners,Silicon Valley Community Foundation Social Impact Pool	,2.0
2309,HCAP Partners,The Caprock Group,
2310,HCAP Partners,The F.B. Heron Foundation	,2.0
2311,HCAP Partners,Western Alliance Bank,
2312,Health Velocity Capital,Tufts Health Ventures,1.0
2313,Henderson Equity Partners,AP Fonden 3,2.0
2314,Henderson Equity Partners,BAE Systems 2000 Pension Plan,2.0
2315,Henderson Equity Partners,BAE Systems Employees' Retirement Plan	,1.0
2316,Henderson Equity Partners,BAE Systems Pension Scheme	,1.0
2317,Henderson Equity Partners,BBC Pension Scheme	,1.0
2318,Henderson Equity Partners,Brent Council Pension Fund,1.0
2319,Henderson Equity Partners,British Steel Pension Scheme	,2.0
2320,Henderson Equity Partners,City of Edinburgh Pension Fund,2.0
2321,Henderson Equity Partners,Clwyd Pension Fund	,1.0
2322,Henderson Equity Partners,Corus Engineering Steels Pension Scheme	,2.0
2323,Henderson Equity Partners,East Riding Pension Fund	,2.0
2324,Henderson Equity Partners,Entis Lebensversicherung	,1.0
2325,Henderson Equity Partners,Fenner Pension Scheme Trustee	,1.0
2326,Henderson Equity Partners,Greater Manchester Pension Fund	,1.0
2327,Henderson Equity Partners,Harbour Investments	,1.0
2328,Henderson Equity Partners,HPC Nominees,1.0
2329,Henderson Equity Partners,IMI Pension Fund	,1.0
2330,Henderson Equity Partners,Kent County Council Superannuation Fund	,2.0
2331,Henderson Equity Partners,Lateen & Co.,1.0
2332,Henderson Equity Partners,London Pensions Fund Authority	,1.0
2333,Henderson Equity Partners,Merseyside Pension Fund	,2.0
2334,Henderson Equity Partners,Molins UK Pension Fund Trustee,1.0
2335,Henderson Equity Partners,Nestl¨¦ UK Pension Fund,2.0
2336,Henderson Equity Partners,Pensionskasse der UBS,1.0
2337,Henderson Equity Partners,Railways Pension Trustee Company,1.0
2338,Henderson Equity Partners,Roy Nominees	,1.0
2339,Henderson Equity Partners,Sihl Investment Foundation for Alternative Investments	,1.0
2340,Henderson Equity Partners,Smurfit Ireland Executive Pension Fund	,1.0
2341,Henderson Equity Partners,South Yorkshire Pensions Authority	,2.0
2342,Henderson Equity Partners,SSE Southern Group Trustee	,1.0
2343,Henderson Equity Partners,State Street Custodial Services (Ireland)	,2.0
2344,Henderson Equity Partners,St. Catherine's College (Oxford) Endowment,1.0
2345,Henderson Equity Partners,Storebrand Livsforsikring,1.0
2346,Henderson Equity Partners,Tesco Pension Trustees	,1.0
2347,Henderson Equity Partners,The Bupa Pension Scheme,2.0
2348,Henderson Equity Partners,The Kvaerner Pension Fund Association,1.0
2349,Henderson Equity Partners,The Royal County of Berkshire Pension Fund,1.0
2350,Henderson Equity Partners,"Trinity College Endowment, Cambridge University",1.0
2351,Henderson Equity Partners,Tyne and Wear Pension Fund,1.0
2352,Henderson Equity Partners,Universities Superannuation Scheme	,1.0
2353,Henderson Equity Partners,U.S. Retirement Plan	,1.0
2354,Henderson Equity Partners,Valtion El?kerahasto	,2.0
2355,Henderson Equity Partners,West Midlands Pension Fund	,1.0
2356,Herald Investment Management,Alliance Trust,1.0
2357,Herald Investment Management,Bank of England Pension Fund	,1.0
2358,Herald Investment Management,Bank of New York (Nominees)	,1.0
2359,Herald Investment Management,Christopher Townsend	,1.0
2360,Herald Investment Management,Daily Mail and General Holdings	,1.0
2361,Herald Investment Management,David Alan Pears	,1.0
2362,Herald Investment Management,El Oro and Exploration,1.0
2363,Herald Investment Management,Greenwood Nominees	,1.0
2364,Herald Investment Management,Hambros (Guernsey Nominees),1.0
2365,Herald Investment Management,Harmsworth Pension Scheme	,1.0
2366,Herald Investment Management,HIML Holdings,1.0
2367,Herald Investment Management,HSBC Global Custody Nominee (UK),1.0
2368,Herald Investment Management,James Findlay,1.0
2369,Herald Investment Management,J.P. Morgan Nominees Australia	,1.0
2370,Herald Investment Management,Lerisson Nominees,1.0
2371,Herald Investment Management,Lombard Odier Darier Hentsch	,1.0
2372,Herald Investment Management,National Provident Life	,1.0
2373,Herald Investment Management,NPI (Peterborough)	,1.0
2374,Herald Investment Management,Ocean Wilsons Investments	,1.0
2375,Herald Investment Management,Partners Group,4.0
2376,Herald Investment Management,RBSTB Nominees,1.0
2377,Herald Investment Management,Taylor Clark,1.0
2378,Herald Investment Management,The Cayzer Trust Company,1.0
2379,Herald Investment Management,The Securities Management Trust	,1.0
2380,Herald Investment Management,Trevor Steven Pears,1.0
2381,Hinge Capital,The K Fund,
2382,Homebrew,Adams Street Partners,1.0
2383,Homebrew,Edward Zimmerman	,
2384,Homebrew,Employees' Retirement Plan of Duke University	,1.0
2385,Homebrew,Foundry Group,
2386,Homebrew,Shervin Pishevar	,
2387,Hopen Life Science Ventures,Michigan Department of Treasury	,1.0
2388,Horizon Partners,SBC Master Pension Trust	,1.0
2389,Horizon Partners,State of Wisconsin Investment Board,1.0
2390,Horizon Ventures,Industry Ventures,
2391,Hub Angels Investment Group,Eric Silverman,
2392,Hub Angels Investment Group,Jean Hammond,
2393,Humanity United,Open Society Foundation	,1.0
2394,Humanity United,Ray And Dagmar Dolby Family Fund,1.0
2395,Humanity United,The Wal-Mart Foundation	,1.0
2396,Humanity United,The Walt Disney Company Retirement Plan Master Trust	,1.0
2397,Huron River Ventures,Amherst Fund,
2398,Huron River Ventures,Joseph Malcoun,
2399,Huron River Ventures,The Windquest Group	,
2400,Hutensky Capital Partners,John D. and Catherine T. MacArthur Foundation	,1.0
2401,Hutensky Capital Partners,One8 Foundation,1.0
2402,Hyde Park Venture Partners,Illinois Growth and Innovation Fund,1.0
2403,Hyde Park Venture Partners,Illinois State Treasurer,3.0
2404,Hyde Park Venture Partners,Lincoln Park Capital	,
2405,Hyde Park Venture Partners,Renaissance Venture Capital,1.0
2406,Hyde Park Venture Partners,Richard King Mellon Foundation	,1.0
2407,Hydro-Quebec CapiTec,Roy A. Hunt Foundation ,1.0
2408,i-Hatch Ventures,Adams Street Partners,2.0
2409,i-Hatch Ventures,California Public Employees' Retirement System,1.0
2410,i-Hatch Ventures,FLAG Capital Management	,1.0
2411,i2E,Alaska Retirement Management Board	,1.0
2412,i2E,Oklahoma Capital Investment Board,1.0
2413,i2E,State Small Business Credit Initiative,1.0
2414,Icahn Enterprises (NAS: IEP),Tennessee Consolidated Retirement System	,
2415,iD Ventures America,Agilent Ventures	,1.0
2416,iD Ventures America,Government of Singapore Investment Corporation (GIC)	,1.0
2417,iD Ventures America,Quanta Computer	,1.0
2418,Illinois Government,State Small Business Credit Initiative	,1.0
2419,Illuminate Financial Management,Barclays,1.0
2420,Illuminate Financial Management,Deutsche B?rse Group,2.0
2421,Illuminate Financial Management,Grahame Chilton,1.0
2422,Illuminate Financial Management,IHS Markit,2.0
2423,Illuminate Financial Management,JPMorgan Chase,1.0
2424,Illuminate Financial Management,Lab49,1.0
2425,Illuminate Financial Management,Markit (London),
2426,Illuminate Financial Management,MarkitSERV,1.0
2427,Illuminate Financial Management,Molten Ventures,1.0
2428,Illuminate Financial Management,Panthera Private Office	,
2429,Impact America Fund,Ford,1.0
2430,Impact America Fund,John D. and Catherine T. MacArthur Foundation	,1.0
2431,Impact America Fund,Mary Reynolds Babcock Foundation	,
2432,Impact America Fund,Pi Investments,
2433,Impact America Fund,Surdna Foundation,1.0
2434,Impact America Fund,The California Well,1.0
2435,Impact America Fund,W. K. Kellogg Foundation	,1.0
2436,Indiana Economic Development Corporation,State Small Business Credit Initiative	,2.0
2437,iNetworks Advisors,Allegheny County Retirement System	,2.0
2438,iNetworks Advisors,Detroit General Retirement System	,1.0
2439,lnFocus Capital Partners,Chazen Capital Partners	,
2440,Information Venture Partners,BDC Capital,1.0
2441,Information Venture Partners,DH,1.0
2442,Information Venture Partners,HarbourVest Partners	,1.0
2443,Information Venture Partners,Manulife,1.0
2444,Information Venture Partners,Northleaf Capital Partners	,
2445,Information Venture Partners,Portage Ventures,1.0
2446,Information Venture Partners,Royal Bank of Canada	,1.0
2447,Information Venture Partners,Teralys Capital,
2448,Inner loop Capital,Gula Tech Adventures	,
2449,lnnogest Capital,Assicurazioni Generali	,1.0
2450,lnnogest Capital,Compagnia di San Paolo	,2.0
2451,lnnogest Capital,European Investment Fund	,3.0
2452,lnnogest Capital,Fondazione Cariplo	,1.0
2453,lnnogest Capital,Fondazione Cassa di Risparmio di Padova e Rovigo	,1.0
2454,lnnogest Capital,Fondazione CRT,1.0
2455,lnnogest Capital,Fondo Italiano d'Investimento	,1.0
2456,lnnogest Capital,IP Investimenti e Partecipazioni,
2457,lnnoSpring,China Broadband Capital Partners	,1.0
2458,lnnoSpring,GSR Ventures,1.0
2459,lnnoSpring,Kleiner Perkins,1.0
2460,lnnoSpring,Legend Holdings,
2461,lnnoSpring,Northern Light Venture Capital	,2.0
2462,lnnoSpring,Shui On Holdings,1.0
2463,lnnoSpring,SVB Capital,1.0
2464,lnnoSpring,TSVC,1.0
2465,lnnova Memphis,CoBank,1.0
2466,lnnova Memphis,Memphis Bioworks Foundation	,
2467,lnnovacorp,Roy A. Hunt Foundation,1.0
2468,Innovate BC,British Columbia Ministry of Economic Development	,1.0
2469,Innovation Capital Advisors,BlackRock Institutional Trust Company	,1.0
2470,Innovation Capital Advisors,Delaware Public Employees' Retirement System,1.0
2471,Innovation Capital Advisors,Pennsylvania State Employees' Retirement System	,1.0
2472,Innovation Capital Advisors,Wilmington Trust,1.0
2473,Innovation Works,Carnegie Mellon University Endowment	,1.0
2474,Innovation Works,Commonwealth of Pennsylvania,1.0
2475,Innovation Works,Hillman Family Foundations,1.0
2476,Innovation Works,Jacobs Capital Group	,
2477,Innovation Works,McCune Charitable Foundation,1.0
2478,Innovation Works,Motorola Solutions	,
2479,Innovation Works,Pittsburgh Foundation	,1.0
2480,Innovation Works,Sequoia Capital,
2481,Innovation Works,Silicon Valley Bank	,
2482,Innovation Works,University of Pittsburgh Endowment	,1.0
2483,Intercept Ventures,Agilent Technologies Deferred Profit-Sharing Plan,1.0
2484,Intercept Ventures,Agilent Technologies Retirement Plan	,1.0
2485,Intercept Ventures,Ameritas Life Insurance,1.0
2486,Intercept Ventures,DeA Capital,1.0
2487,Intercept Ventures,FLAG Capital Management,1.0
2488,Intercept Ventures,Hamilton Lane,1.0
2489,Intercept Ventures,Invesco,1.0
2490,Intercept Ventures,Los Angeles County Employees' Retirement Association	,1.0
2491,Intercept Ventures,Los Angeles Fire and Police Pension System	,1.0
