fm_fund_id,fm_id,fund_id,fund_name,vintage_year,region,sector,strategy,fund_size_amt,fund_currency,target_fund_size_amt,target_fund_size_currency
5210,6550,28620,Invesco U.S. Private Equity Partnership Fund VI,2013,North America,Diversified,Fund of Funds / Co-Investment,25000000.0,USD,157500000.0,USD
1881,6550,28621,Invesco International Partnership Fund VI,2013,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,25000000.0,USD,105000000.0,USD
13638,6550,28621,Invesco International Partnership Fund VI,2013,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,25000000.0,USD,105000000.0,USD
28814,6550,28621,Invesco International Partnership Fund VI,2013,Latin America,Diversified,Fund of Funds / Co-Investment,25000000.0,USD,105000000.0,USD
11471,6550,28621,Invesco International Partnership Fund VI,2013,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,25000000.0,USD,105000000.0,USD
9632,6550,28621,Invesco International Partnership Fund VI,2013,Western Europe,Diversified,Fund of Funds / Co-Investment,25000000.0,USD,105000000.0,USD
16076,6550,14548,Invesco Partnership Fund III,2000,North America,Diversified,Fund of Funds / Co-Investment,306000000.0,USD,0.0,USD
16042,6550,15794,Invesco US Buyout Partnership Fund II,1998,North America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
22024,6550,16262,INVESCO Private Capital,1996,North America,Diversified,Fund of Funds / Co-Investment,325000000.0,USD,0.0,USD
28447,6550,16262,INVESCO Private Capital,1996,Western Europe,Diversified,Fund of Funds / Co-Investment,325000000.0,USD,0.0,USD
25705,6550,28617,Invesco Partnership Fund VI,2013,North America,Diversified,Fund of Funds / Co-Investment,23350000.0,USD,350000000.0,USD
23841,6550,28619,Invesco U.S. Venture Partnership Fund VI,2013,North America,Diversified,Fund of Funds / Co-Investment,19000000.0,USD,87500000.0,USD
7665,6550,12958,Chancellor V,2000,North America,Diversified,Fund of Funds / Co-Investment,530000000.0,USD,0.0,USD
25346,6550,13429,Chancellor VI,2005,North America,Diversified,Venture Capital / Growth Equity,500000000.0,USD,0.0,USD
25505,6550,13829,"INVESCO International Partnership Fund IV, L.P.",2004,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,0.0,USD,500000000.0,USD
27475,6550,13829,"INVESCO International Partnership Fund IV, L.P.",2004,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,500000000.0,USD
163,6550,13829,"INVESCO International Partnership Fund IV, L.P.",2004,Latin America,Diversified,Fund of Funds / Co-Investment,0.0,USD,500000000.0,USD
26007,6550,13829,"INVESCO International Partnership Fund IV, L.P.",2004,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,0.0,USD,500000000.0,USD
29887,6550,13829,"INVESCO International Partnership Fund IV, L.P.",2004,North America,Diversified,Fund of Funds / Co-Investment,0.0,USD,500000000.0,USD
11302,6550,13829,"INVESCO International Partnership Fund IV, L.P.",2004,Western Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,500000000.0,USD
22596,6550,14546,Invesco Partnership Fund I,1997,North America,Diversified,Fund of Funds / Co-Investment,381000000.0,USD,0.0,USD
24986,6550,14547,Invesco Partnership Fund II,1999,North America,Diversified,Fund of Funds / Co-Investment,515000000.0,USD,0.0,USD
28783,6550,6904,INVESCO Venture Partnership Fund IV,2004,North America,Diversified,Fund of Funds / Co-Investment,500000000.0,USD,0.0,USD
20489,6550,7006,Invesco Venture Partnership Fund II,1999,North America,Diversified,Venture Capital / Growth Equity,515000000.0,USD,0.0,USD
23923,6550,7473,Invesco Partnership Fund V,2007,North America,Diversified,Fund of Funds / Co-Investment,125000000.0,USD,350000000.0,USD
1996,6550,9225,INVESCO US Buyout & Corporate Finance Partnership Fund IV,2005,North America,Diversified,Fund of Funds / Co-Investment,500000000.0,USD,500000000.0,USD
1454,6550,12956,Chancellor Offshore Partnership Fund,1999,North America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
9275,6550,12957,Chancellor Private Capital Offshore Partners II,1997,North America,Diversified,Venture Capital / Growth Equity,0.0,USD,0.0,USD
22413,6550,12957,Chancellor Private Capital Offshore Partners II,1997,Western Europe,Diversified,Venture Capital / Growth Equity,0.0,USD,0.0,USD
17976,20895,51216,Pawson Capital Fund I,2019,North America,Financial Services,Buyout / Corporate Private Equity,7420000.0,USD,0.0,USD
24405,20900,51771,Eagle Point Defensive Income Fund,2020,North America,Diversified,Mezzanine / Debt,56250000.0,USD,300000000.0,USD
25891,20900,55469,Eagle Point NJDOI Separate account,2021,North America,Diversified,Mezzanine / Debt,120000000.0,USD,120000000.0,USD
25867,20900,51229,Eagle Point Credit Partners,2020,North America,Diversified,Mezzanine / Debt,0.0,USD,0.0,USD
22233,20901,51230,Frazier Fund III,2020,North America,Healthcare,Venture Capital / Growth Equity,30580000.0,USD,0.0,USD
26538,20901,51230,Frazier Fund III,2020,North America,TMT,Venture Capital / Growth Equity,30580000.0,USD,0.0,USD
15441,20434,49471,R7 Partners Fund II,2018,North America,TMT,Venture Capital / Growth Equity,38300000.0,USD,0.0,USD
8550,20434,51231,R7 Partners Growth Fund I,2020,North America,TMT,Venture Capital / Growth Equity,10000000.0,USD,0.0,USD
16360,20434,54940,R7 Partners Management,2013,North America,TMT,Venture Capital / Growth Equity,200000.0,USD,750000.0,USD
30270,20434,54941,R7 Partners Fund I,2014,North America,TMT,Venture Capital / Growth Equity,9830000.0,USD,0.0,USD
9380,20434,54942,R7 Partners Photon,2019,North America,TMT,Venture Capital / Growth Equity,655500.0,USD,0.0,USD
4781,20908,57970,Corner Ventures Israel Fund I,2021,Middle East/Africa,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
21072,20908,51256,Corner Ventures DAG Fund I,2020,North America,TMT,Venture Capital / Growth Equity,0.0,USD,25000000.0,USD
25399,20908,54717,Corner Max,2021,North America,TMT,Venture Capital / Growth Equity,10380000.0,USD,10380000.0,USD
11436,20914,51276,Ethos Fund I,2020,North America,Diversified,Venture Capital / Growth Equity,12020000.0,USD,0.0,USD
22877,20918,51301,Giant Ventures NY,2020,North America,Diversified,Venture Capital / Growth Equity,0.0,USD,0.0,USD
29482,20918,51301,Giant Ventures NY,2020,Western Europe,Diversified,Venture Capital / Growth Equity,0.0,USD,0.0,USD
20177,1337,56373,Dyal Capital Partners IV,2017,North America,Financial Services,Buyout / Corporate Private Equity,9000000000.0,USD,8000000000.0,USD
27056,1337,56374,Dyal Capital Partners III Co-Invest Horizon,2017,North America,Financial Services,Fund of Funds / Co-Investment,50000000.0,USD,0.0,USD
18921,1337,56374,Dyal Capital Partners III Co-Invest Horizon,2017,Western Europe,Financial Services,Fund of Funds / Co-Investment,50000000.0,USD,0.0,USD
16267,1337,56375,Dyal Capital Partners III,2015,North America,Financial Services,Buyout / Corporate Private Equity,5300000000.0,USD,4500000000.0,USD
23632,1337,56375,Dyal Capital Partners III,2015,Western Europe,Financial Services,Buyout / Corporate Private Equity,5300000000.0,USD,4500000000.0,USD
3162,1337,56376,Dyal Capital Partners II,2014,North America,Financial Services,Buyout / Corporate Private Equity,2150000000.0,USD,1850000000.0,USD
25531,1337,56376,Dyal Capital Partners II,2014,Western Europe,Financial Services,Buyout / Corporate Private Equity,2150000000.0,USD,1850000000.0,USD
9727,1337,58660,Owl Rock First Lien Fund II,2021,North America,Diversified,Mezzanine / Debt,0.0,USD,2000000000.0,USD
17268,1337,51881,Owl Rock Opportunistic Fund,2020,North America,Diversified,Mezzanine / Debt,2000000000.0,USD,2000000000.0,USD
16521,1337,51938,Owl Rock Diversified Lending 2020 Fund,2021,North America,Diversified,Mezzanine / Debt,0.0,USD,2500000000.0,USD
73,1337,53759,Owl Rock Capital Corp I,2016,North America,Diversified,Mezzanine / Debt,5600000000.0,USD,5000000000.0,USD
17471,1337,56370,Dyal Capital Partners,2012,North America,Financial Services,Buyout / Corporate Private Equity,1280000000.0,USD,1000000000.0,USD
14372,1337,56370,Dyal Capital Partners,2012,Western Europe,Financial Services,Buyout / Corporate Private Equity,1280000000.0,USD,1000000000.0,USD
11940,1337,56371,Dyal Capital Partners V,2020,North America,Financial Services,Buyout / Corporate Private Equity,6200000000.0,USD,9000000000.0,USD
20969,1337,56372,Dyal HomeCourt Partners,2020,North America,Diversified,Buyout / Corporate Private Equity,0.0,USD,2000000000.0,USD
14164,1337,39868,Sebago Lake - Joint Venture,2017,North America,Diversified,Mezzanine / Debt,200000000.0,USD,200000000.0,USD
2207,1337,42912,Owl Rock First Lien Fund,2018,North America,Diversified,Mezzanine / Debt,1200000000.0,USD,1000000000.0,USD
4931,1337,48208,Owl Rock Capital Corporation II,2017,North America,Diversified,Mezzanine / Debt,1400000000.0,USD,2500000000.0,USD
26551,1337,51302,Owl Rock Capital Corp III,2020,North America,Diversified,Mezzanine / Debt,1700000000.0,USD,2500000000.0,USD
28650,5612,5724,TIFF Secondary Partners,2003,Asia-Pacific,Diversified,Secondaries,150000000.0,USD,56540000.0,USD
25248,5612,5724,TIFF Secondary Partners,2003,Central/Eastern Europe,Diversified,Secondaries,150000000.0,USD,56540000.0,USD
4127,5612,5724,TIFF Secondary Partners,2003,Latin America,Diversified,Secondaries,150000000.0,USD,56540000.0,USD
4026,5612,5724,TIFF Secondary Partners,2003,Middle East/Africa,Diversified,Secondaries,150000000.0,USD,56540000.0,USD
30337,5612,5724,TIFF Secondary Partners,2003,North America,Diversified,Secondaries,150000000.0,USD,56540000.0,USD
1951,5612,5724,TIFF Secondary Partners,2003,Western Europe,Diversified,Secondaries,150000000.0,USD,56540000.0,USD
28818,5612,6731,TIFF Partners V - US and International,2004,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,248000000.0,USD,0.0,USD
16241,5612,6731,TIFF Partners V - US and International,2004,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,248000000.0,USD,0.0,USD
29808,5612,6731,TIFF Partners V - US and International,2004,Latin America,Diversified,Fund of Funds / Co-Investment,248000000.0,USD,0.0,USD
13443,5612,6731,TIFF Partners V - US and International,2004,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,248000000.0,USD,0.0,USD
1724,5612,6731,TIFF Partners V - US and International,2004,North America,Diversified,Fund of Funds / Co-Investment,248000000.0,USD,0.0,USD
10879,5612,6731,TIFF Partners V - US and International,2004,Western Europe,Diversified,Fund of Funds / Co-Investment,248000000.0,USD,0.0,USD
19122,5612,58717,TIFF Private Equity Partners 2021,2020,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
9597,5612,58717,TIFF Private Equity Partners 2021,2020,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
29183,5612,58717,TIFF Private Equity Partners 2021,2020,Latin America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
8897,5612,58717,TIFF Private Equity Partners 2021,2020,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
8239,5612,58717,TIFF Private Equity Partners 2021,2020,North America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
25388,5612,58717,TIFF Private Equity Partners 2021,2020,Western Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
21177,5612,58718,TIFF Private Equity Partners 2022,2021,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
19263,5612,58718,TIFF Private Equity Partners 2022,2021,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
12899,5612,58718,TIFF Private Equity Partners 2022,2021,Latin America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
15610,5612,58718,TIFF Private Equity Partners 2022,2021,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
24739,5612,58718,TIFF Private Equity Partners 2022,2021,North America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
28014,5612,58718,TIFF Private Equity Partners 2022,2021,Western Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
19565,5612,49130,TIFF Private Equity Partners 2020,2019,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
8999,5612,49130,TIFF Private Equity Partners 2020,2019,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
26355,5612,49130,TIFF Private Equity Partners 2020,2019,Latin America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
22809,5612,49130,TIFF Private Equity Partners 2020,2019,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
13647,5612,49130,TIFF Private Equity Partners 2020,2019,North America,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
16499,5612,49130,TIFF Private Equity Partners 2020,2019,Western Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
4750,5612,49131,TIFF Special Opportunities Fund III,2019,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,0.0,USD,57880000.0,USD
27835,5612,49131,TIFF Special Opportunities Fund III,2019,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,57880000.0,USD
14507,5612,49131,TIFF Special Opportunities Fund III,2019,Latin America,Diversified,Fund of Funds / Co-Investment,0.0,USD,57880000.0,USD
19145,5612,49131,TIFF Special Opportunities Fund III,2019,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,0.0,USD,57880000.0,USD
24140,5612,49131,TIFF Special Opportunities Fund III,2019,North America,Diversified,Fund of Funds / Co-Investment,0.0,USD,57880000.0,USD
20010,5612,49131,TIFF Special Opportunities Fund III,2019,Western Europe,Diversified,Fund of Funds / Co-Investment,0.0,USD,57880000.0,USD
4277,5612,51305,TIFF Sustainable Equity Fund,2020,North America,Diversified,Fund of Funds / Co-Investment,2000000.0,USD,0.0,USD
27565,5612,44136,TIFF Secondary Partners III,2009,Asia-Pacific,Diversified,Secondaries,12300000.0,USD,0.0,USD
7053,5612,44136,TIFF Secondary Partners III,2009,Central/Eastern Europe,Diversified,Secondaries,12300000.0,USD,0.0,USD
13474,5612,44136,TIFF Secondary Partners III,2009,Latin America,Diversified,Secondaries,12300000.0,USD,0.0,USD
22126,5612,44136,TIFF Secondary Partners III,2009,Middle East/Africa,Diversified,Secondaries,12300000.0,USD,0.0,USD
13176,5612,44136,TIFF Secondary Partners III,2009,North America,Diversified,Secondaries,12300000.0,USD,0.0,USD
16793,5612,44136,TIFF Secondary Partners III,2009,Western Europe,Diversified,Secondaries,12300000.0,USD,0.0,USD
24150,5612,44137,TIFF Private Equity Partners 2018,2018,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
9219,5612,44137,TIFF Private Equity Partners 2018,2018,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
7068,5612,44137,TIFF Private Equity Partners 2018,2018,Latin America,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
1889,5612,44137,TIFF Private Equity Partners 2018,2018,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
7342,5612,44137,TIFF Private Equity Partners 2018,2018,North America,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
11854,5612,44137,TIFF Private Equity Partners 2018,2018,Western Europe,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
13604,5612,44423,TIFF Private Equity Partners 2019,2018,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
28785,5612,44423,TIFF Private Equity Partners 2019,2018,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
27537,5612,44423,TIFF Private Equity Partners 2019,2018,Latin America,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
18836,5612,44423,TIFF Private Equity Partners 2019,2018,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
20955,5612,44423,TIFF Private Equity Partners 2019,2018,North America,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
8719,5612,44423,TIFF Private Equity Partners 2019,2018,Western Europe,Diversified,Fund of Funds / Co-Investment,38520000.0,USD,0.0,USD
25440,5612,35585,TIFF Private Equity Partners 2016,2016,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,59000000.0,USD,0.0,USD
2556,5612,35585,TIFF Private Equity Partners 2016,2016,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,59000000.0,USD,0.0,USD
20315,5612,35585,TIFF Private Equity Partners 2016,2016,Latin America,Diversified,Fund of Funds / Co-Investment,59000000.0,USD,0.0,USD
5863,5612,35585,TIFF Private Equity Partners 2016,2016,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,59000000.0,USD,0.0,USD
15286,5612,35585,TIFF Private Equity Partners 2016,2016,North America,Diversified,Fund of Funds / Co-Investment,59000000.0,USD,0.0,USD
11088,5612,35585,TIFF Private Equity Partners 2016,2016,Western Europe,Diversified,Fund of Funds / Co-Investment,59000000.0,USD,0.0,USD
30434,5612,38655,TIFF Special Opportunities Fund II,2017,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,39500000.0,USD,0.0,USD
18064,5612,38655,TIFF Special Opportunities Fund II,2017,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,39500000.0,USD,0.0,USD
22542,5612,38655,TIFF Special Opportunities Fund II,2017,Latin America,Diversified,Fund of Funds / Co-Investment,39500000.0,USD,0.0,USD
8033,5612,38655,TIFF Special Opportunities Fund II,2017,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,39500000.0,USD,0.0,USD
21101,5612,38655,TIFF Special Opportunities Fund II,2017,North America,Diversified,Fund of Funds / Co-Investment,39500000.0,USD,0.0,USD
17699,5612,38655,TIFF Special Opportunities Fund II,2017,Western Europe,Diversified,Fund of Funds / Co-Investment,39500000.0,USD,0.0,USD
17046,5612,38656,TIFF Private Equity Partners 2017,2017,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,110000000.0,USD,0.0,USD
24877,5612,38656,TIFF Private Equity Partners 2017,2017,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,110000000.0,USD,0.0,USD
419,5612,38656,TIFF Private Equity Partners 2017,2017,Latin America,Diversified,Fund of Funds / Co-Investment,110000000.0,USD,0.0,USD
29845,5612,38656,TIFF Private Equity Partners 2017,2017,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,110000000.0,USD,0.0,USD
21769,5612,38656,TIFF Private Equity Partners 2017,2017,North America,Diversified,Fund of Funds / Co-Investment,110000000.0,USD,0.0,USD
9012,5612,38656,TIFF Private Equity Partners 2017,2017,Western Europe,Diversified,Fund of Funds / Co-Investment,110000000.0,USD,0.0,USD
22274,5612,30008,TIFF Modern Venture Partners 1.0,2010,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,38400000.0,USD,150000000.0,USD
13123,5612,30008,TIFF Modern Venture Partners 1.0,2010,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,38400000.0,USD,150000000.0,USD
29614,5612,30008,TIFF Modern Venture Partners 1.0,2010,Latin America,Diversified,Fund of Funds / Co-Investment,38400000.0,USD,150000000.0,USD
23400,5612,30008,TIFF Modern Venture Partners 1.0,2010,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,38400000.0,USD,150000000.0,USD
17511,5612,30008,TIFF Modern Venture Partners 1.0,2010,North America,Diversified,Fund of Funds / Co-Investment,38400000.0,USD,150000000.0,USD
10477,5612,30008,TIFF Modern Venture Partners 1.0,2010,Western Europe,Diversified,Fund of Funds / Co-Investment,38400000.0,USD,150000000.0,USD
12238,5612,30009,TIFF Special Opportunities Fund,2012,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,42000000.0,USD,150000000.0,USD
16935,5612,30009,TIFF Special Opportunities Fund,2012,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,42000000.0,USD,150000000.0,USD
11510,5612,30009,TIFF Special Opportunities Fund,2012,Latin America,Diversified,Fund of Funds / Co-Investment,42000000.0,USD,150000000.0,USD
24992,5612,30009,TIFF Special Opportunities Fund,2012,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,42000000.0,USD,150000000.0,USD
23915,5612,30009,TIFF Special Opportunities Fund,2012,North America,Diversified,Fund of Funds / Co-Investment,42000000.0,USD,150000000.0,USD
23546,5612,30009,TIFF Special Opportunities Fund,2012,Western Europe,Diversified,Fund of Funds / Co-Investment,42000000.0,USD,150000000.0,USD
780,5612,30297,TIFF Private Equity Partners 2014,2013,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,54300000.0,USD,56540000.0,USD
20720,5612,30297,TIFF Private Equity Partners 2014,2013,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,54300000.0,USD,56540000.0,USD
2795,5612,30297,TIFF Private Equity Partners 2014,2013,Latin America,Diversified,Fund of Funds / Co-Investment,54300000.0,USD,56540000.0,USD
20569,5612,30297,TIFF Private Equity Partners 2014,2013,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,54300000.0,USD,56540000.0,USD
28724,5612,30297,TIFF Private Equity Partners 2014,2013,North America,Diversified,Fund of Funds / Co-Investment,54300000.0,USD,56540000.0,USD
28454,5612,30297,TIFF Private Equity Partners 2014,2013,Western Europe,Diversified,Fund of Funds / Co-Investment,54300000.0,USD,56540000.0,USD
10721,5612,33259,TIFF Private Equity Partners 2015,2015,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,174210000.0,USD,174200000.0,USD
23300,5612,33259,TIFF Private Equity Partners 2015,2015,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,174210000.0,USD,174200000.0,USD
8755,5612,33259,TIFF Private Equity Partners 2015,2015,Latin America,Diversified,Fund of Funds / Co-Investment,174210000.0,USD,174200000.0,USD
23334,5612,33259,TIFF Private Equity Partners 2015,2015,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,174210000.0,USD,174200000.0,USD
1130,5612,33259,TIFF Private Equity Partners 2015,2015,North America,Diversified,Fund of Funds / Co-Investment,174210000.0,USD,174200000.0,USD
22069,5612,33259,TIFF Private Equity Partners 2015,2015,Western Europe,Diversified,Fund of Funds / Co-Investment,174210000.0,USD,174200000.0,USD
7567,5612,29931,TIFF Secondary Partners II,2008,Asia-Pacific,Diversified,Secondaries,86000000.0,USD,150000000.0,USD
10230,5612,29931,TIFF Secondary Partners II,2008,Central/Eastern Europe,Diversified,Secondaries,86000000.0,USD,150000000.0,USD
7460,5612,29931,TIFF Secondary Partners II,2008,Latin America,Diversified,Secondaries,86000000.0,USD,150000000.0,USD
5763,5612,29931,TIFF Secondary Partners II,2008,Middle East/Africa,Diversified,Secondaries,86000000.0,USD,150000000.0,USD
19892,5612,29931,TIFF Secondary Partners II,2008,North America,Diversified,Secondaries,86000000.0,USD,150000000.0,USD
29906,5612,29931,TIFF Secondary Partners II,2008,Western Europe,Diversified,Secondaries,86000000.0,USD,150000000.0,USD
18437,5612,30000,TIFF Private Equity Partners 2010,2010,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
29412,5612,30000,TIFF Private Equity Partners 2010,2010,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
9984,5612,30000,TIFF Private Equity Partners 2010,2010,Latin America,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
25803,5612,30000,TIFF Private Equity Partners 2010,2010,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
4877,5612,30000,TIFF Private Equity Partners 2010,2010,North America,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
19189,5612,30000,TIFF Private Equity Partners 2010,2010,Western Europe,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
6693,5612,30001,TIFF Private Equity Partners 2011,2011,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
16736,5612,30001,TIFF Private Equity Partners 2011,2011,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
24119,5612,30001,TIFF Private Equity Partners 2011,2011,Latin America,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
4216,5612,30001,TIFF Private Equity Partners 2011,2011,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
29904,5612,30001,TIFF Private Equity Partners 2011,2011,North America,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
1842,5612,30001,TIFF Private Equity Partners 2011,2011,Western Europe,Diversified,Fund of Funds / Co-Investment,64000000.0,USD,150000000.0,USD
9557,5612,30002,TIFF Private Equity Partners 2012,2012,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,34000000.0,USD,150000000.0,USD
28927,5612,30002,TIFF Private Equity Partners 2012,2012,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,34000000.0,USD,150000000.0,USD
29942,5612,30002,TIFF Private Equity Partners 2012,2012,Latin America,Diversified,Fund of Funds / Co-Investment,34000000.0,USD,150000000.0,USD
4763,5612,30002,TIFF Private Equity Partners 2012,2012,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,34000000.0,USD,150000000.0,USD
23830,5612,30002,TIFF Private Equity Partners 2012,2012,North America,Diversified,Fund of Funds / Co-Investment,34000000.0,USD,150000000.0,USD
11423,5612,30002,TIFF Private Equity Partners 2012,2012,Western Europe,Diversified,Fund of Funds / Co-Investment,34000000.0,USD,150000000.0,USD
26390,5612,26506,TIFF Private Equity Partners 2013,2012,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,56540000.0,USD,56540000.0,USD
17567,5612,26506,TIFF Private Equity Partners 2013,2012,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,56540000.0,USD,56540000.0,USD
9030,5612,26506,TIFF Private Equity Partners 2013,2012,Latin America,Diversified,Fund of Funds / Co-Investment,56540000.0,USD,56540000.0,USD
16612,5612,26506,TIFF Private Equity Partners 2013,2012,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,56540000.0,USD,56540000.0,USD
17044,5612,26506,TIFF Private Equity Partners 2013,2012,North America,Diversified,Fund of Funds / Co-Investment,56540000.0,USD,56540000.0,USD
13747,5612,26506,TIFF Private Equity Partners 2013,2012,Western Europe,Diversified,Fund of Funds / Co-Investment,56540000.0,USD,56540000.0,USD
29967,5612,28351,TIFF Private Equity Partners 2009,2009,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,59350000.0,USD,300000000.0,USD
24390,5612,28351,TIFF Private Equity Partners 2009,2009,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,59350000.0,USD,300000000.0,USD
5354,5612,28351,TIFF Private Equity Partners 2009,2009,Latin America,Diversified,Fund of Funds / Co-Investment,59350000.0,USD,300000000.0,USD
3859,5612,28351,TIFF Private Equity Partners 2009,2009,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,59350000.0,USD,300000000.0,USD
429,5612,28351,TIFF Private Equity Partners 2009,2009,North America,Diversified,Fund of Funds / Co-Investment,59350000.0,USD,300000000.0,USD
26153,5612,28351,TIFF Private Equity Partners 2009,2009,Western Europe,Diversified,Fund of Funds / Co-Investment,59350000.0,USD,300000000.0,USD
4802,5612,15393,TIFF Partners I,1997,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,82000000.0,USD,0.0,USD
1821,5612,15393,TIFF Partners I,1997,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,82000000.0,USD,0.0,USD
20021,5612,15393,TIFF Partners I,1997,Latin America,Diversified,Fund of Funds / Co-Investment,82000000.0,USD,0.0,USD
