fund_id,name,manager,managerId,sectors,vintageYear,regions,countries,status,strategies,yearOpen,targetFundSize.amount,targetFundSize.currency,monthOpen,fundSize.amount,fundSize.currency,stage,yearClose,monthClose
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Clean Tech / Renewable,2021.0,North America,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Clean Tech / Renewable,2021.0,North America,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Clean Tech / Renewable,2021.0,North America,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Clean Tech / Renewable,2021.0,North America,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Clean Tech / Renewable,2021.0,North America,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Clean Tech / Renewable,2021.0,North America,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Clean Tech / Renewable,2021.0,North America,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Clean Tech / Renewable,2021.0,North America,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,Asia-Pacific,China,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,Asia-Pacific,Indonesia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,Asia-Pacific,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,Asia-Pacific,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,Asia-Pacific,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,Asia-Pacific,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,Asia-Pacific,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,Asia-Pacific,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,Asia-Pacific,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,Asia-Pacific,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,North America,China,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,North America,Indonesia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,North America,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,North America,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,North America,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,North America,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,North America,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,North America,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,North America,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Healthcare,2021.0,North America,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,Asia-Pacific,China,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,Asia-Pacific,Indonesia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,Asia-Pacific,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,Asia-Pacific,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,Asia-Pacific,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,Asia-Pacific,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,Asia-Pacific,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,Asia-Pacific,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,Asia-Pacific,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,Asia-Pacific,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,North America,China,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,North America,Indonesia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,North America,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,North America,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,North America,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,North America,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,North America,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,North America,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,North America,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Industrials,2021.0,North America,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,Asia-Pacific,China,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,Asia-Pacific,Indonesia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,Asia-Pacific,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,Asia-Pacific,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,Asia-Pacific,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,Asia-Pacific,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,Asia-Pacific,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,Asia-Pacific,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,Asia-Pacific,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,Asia-Pacific,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,North America,China,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,North America,Indonesia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,North America,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,North America,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,North America,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,North America,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,North America,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,North America,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,North America,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Manufacturing,2021.0,North America,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,Asia-Pacific,China,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,Asia-Pacific,Indonesia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,Asia-Pacific,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,Asia-Pacific,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,Asia-Pacific,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,Asia-Pacific,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,Asia-Pacific,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,Asia-Pacific,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,Asia-Pacific,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,Asia-Pacific,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,North America,China,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,North America,Indonesia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,North America,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,North America,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,North America,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,North America,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,North America,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,North America,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,North America,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,Retail,2021.0,North America,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,Asia-Pacific,China,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,Asia-Pacific,Indonesia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,Asia-Pacific,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,Asia-Pacific,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,Asia-Pacific,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,Asia-Pacific,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,Asia-Pacific,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,Asia-Pacific,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,Asia-Pacific,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,Asia-Pacific,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,North America,China,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,North America,Indonesia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,North America,Malaysia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,North America,Philippines,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,North America,Singapore,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,North America,Thailand,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,North America,Vietnam,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,North America,Brunei,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,North America,Cambodia,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57753,ASEAN China Investment Fund (US) V,UOB Venture Management,7638,TMT,2021.0,North America,Laos,Currently Investing,Venture Capital / Growth Equity,2021.0,500000000.0,USD,8.0,35500000.0,USD,1st Close,,
57755,ATX Venture Partners III,ATX Venture Partners,15647,TMT,2019.0,North America,,Launched,Venture Capital / Growth Equity,2019.0,100000000.0,USD,3.0,,,,,
57761,Tilia Annex Fund I,Tilia,21096,Business Services,2021.0,North America,United States,Currently Investing,Buyout / Corporate Private Equity,2021.0,,,8.0,22500000.0,USD,1st Close,,
57768,RCP Secondary Opportunity Fund IV,RCP Advisors,1780,Diversified,2021.0,North America,,Currently Investing,Secondaries,2021.0,650000000.0,USD,8.0,286830000.0,USD,3rd Close,,
57769,DRH SPV,BHMS Investments,22353,Diversified,2021.0,North America,United States,Launched,Buyout / Corporate Private Equity,2021.0,,,4.0,144470000.0,USD,,,
57772,Meadowlark Lands I,Clear Frontier Ag. Management,22354,Agribusiness,2021.0,North America,,Launched,Buyout / Corporate Private Equity,2021.0,250000000.0,USD,5.0,132380000.0,USD,,,
57773,Starlight Ventures Fund II,Starlight Ventures,22355,TMT,2021.0,North America,United States,Launched,Venture Capital / Growth Equity,2021.0,50000000.0,USD,4.0,21390000.0,USD,,,
57773,Starlight Ventures Fund II,Starlight Ventures,22355,Diversified,2021.0,North America,United States,Launched,Venture Capital / Growth Equity,2021.0,50000000.0,USD,4.0,21390000.0,USD,,,
57789,Riverside Micro-Cap Fund VI,The Riverside Company,7754,Diversified,2021.0,North America,,Launched,Buyout / Corporate Private Equity,2021.0,2000000000.0,USD,4.0,95000000.0,USD,,,
57790,Hayfin Healthcare Opportunities Fund,Hayfin Capital Management,12740,Healthcare,2021.0,Western Europe,,Launched,Fund of Funds / Co-Investment,2021.0,500000000.0,USD,7.0,125000000.0,USD,,,
57790,Hayfin Healthcare Opportunities Fund,Hayfin Capital Management,12740,Healthcare,2021.0,North America,,Launched,Fund of Funds / Co-Investment,2021.0,500000000.0,USD,7.0,125000000.0,USD,,,
57790,Hayfin Healthcare Opportunities Fund,Hayfin Capital Management,12740,Healthcare,2021.0,Central/Eastern Europe,,Launched,Fund of Funds / Co-Investment,2021.0,500000000.0,USD,7.0,125000000.0,USD,,,
57790,Hayfin Healthcare Opportunities Fund,Hayfin Capital Management,12740,Diversified,2021.0,Western Europe,,Launched,Fund of Funds / Co-Investment,2021.0,500000000.0,USD,7.0,125000000.0,USD,,,
57790,Hayfin Healthcare Opportunities Fund,Hayfin Capital Management,12740,Diversified,2021.0,North America,,Launched,Fund of Funds / Co-Investment,2021.0,500000000.0,USD,7.0,125000000.0,USD,,,
57790,Hayfin Healthcare Opportunities Fund,Hayfin Capital Management,12740,Diversified,2021.0,Central/Eastern Europe,,Launched,Fund of Funds / Co-Investment,2021.0,500000000.0,USD,7.0,125000000.0,USD,,,
57791,Trident IX,Stone Point Capital,7576,Financial Services,2021.0,Western Europe,,Launched,Buyout / Corporate Private Equity,2021.0,7500000000.0,USD,6.0,850000000.0,USD,,,
57791,Trident IX,Stone Point Capital,7576,Financial Services,2021.0,Central/Eastern Europe,,Launched,Buyout / Corporate Private Equity,2021.0,7500000000.0,USD,6.0,850000000.0,USD,,,
57791,Trident IX,Stone Point Capital,7576,Financial Services,2021.0,Middle East/Africa,,Launched,Buyout / Corporate Private Equity,2021.0,7500000000.0,USD,6.0,850000000.0,USD,,,
57791,Trident IX,Stone Point Capital,7576,Financial Services,2021.0,Asia-Pacific,,Launched,Buyout / Corporate Private Equity,2021.0,7500000000.0,USD,6.0,850000000.0,USD,,,
57791,Trident IX,Stone Point Capital,7576,Financial Services,2021.0,Latin America,,Launched,Buyout / Corporate Private Equity,2021.0,7500000000.0,USD,6.0,850000000.0,USD,,,
57791,Trident IX,Stone Point Capital,7576,Financial Services,2021.0,North America,,Launched,Buyout / Corporate Private Equity,2021.0,7500000000.0,USD,6.0,850000000.0,USD,,,
57794,BleuImpact Fund,Cycle Capital Management,12062,Clean Tech / Renewable,2020.0,North America,Canada,Launched,Venture Capital / Growth Equity,2020.0,20000000.0,USD,11.0,,,,,
57794,BleuImpact Fund,Cycle Capital Management,12062,Clean Tech / Renewable,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,20000000.0,USD,11.0,,,,,
57795,SLR Healthcare Lending Fund,SLR Capital Partners,19214,Healthcare,2021.0,North America,,Currently Investing,Mezzanine / Debt,2021.0,800000000.0,USD,7.0,480000000.0,USD,1st Close,,
