email,fm_office_id,postal_code,fm_id,country,phone,city,street_address,web_address,head_office,state,region
False,3119,1 617 892 1210,14767,North America,Massachusetts,Boston,One Boston Place 201 Washington Street,02108,,United States,
True,383,1 212 292 8300,15833,North America,New York,New York,"650 Madison Avenue,  20th Floor",10022,www.springmountaincapital.com,United States,media@smcinvest.com
True,2173,1 212 899 9700,17015,North America,New York,New York,"600 3rd Avenue, 38th Floor",10016,www.energyimpactpartners.com,United States,contact@energyimpactpartners.com
False,3586,1 212 899 9700,17015,North America,California,San Francisco,"101 Mission Street, Suite 805",94105,,United States,
False,2804,,17015,North America,Florida,Palm Beach,249 Royal Palm Way Suite 303,33480,,United States,
True,2308,1 314 727 2112,7190,North America,Missouri,St. Louis,"120 S. Central Ave., Suite 600",63105,www.tscp.com,United States,info@tscp.com
True,3415,1 914 834 7370,8011,North America,New York,Mamaroneck,"One Station Plaza,  Suite 2B",10543,www.topspinpartners.com,United States,InvestorRelations@topspinpartners.com
True,3011,1 816 237 3979,19228,North America,Kansas,Leawood,11460 Tomahawk Creek Parkway Suite 300,66211,www.straydogcapital.com,United States,
True,1628,1 415 205 4140,18305,North America,California,San Francisco,257 Collingwood Street,94114,www.xyz.vc,United States,info@xyz.vc
True,1519,1 415 872 7585,15762,North America,California,San Francisco,"220 Halleck Street, Suite 120",94129,www.obvious.com,United States,info@obvious.com
True,2271,81 3 6440 6000,13033,Asia-Pacific,,Tokyo,"Tokyo Garden Terrace Kioicho Kioi Tower 1-3 Kioicho, Chiyoda-ku",102-8282,yj-capital.co.jp,Japan,yjc-info@mail.yahoo.co.jp
False,2241,44 1224 628 280,6780,Western Europe,,Aberdeen,15 Albert Street,AB25 1XX,,United Kingdom,
False,2247,1 281 768 6721,6780,North America,Texas,Houston,10777 Westheimer Suite 1175,77042,,United States,
True,4089,47 51 84 12 95,6780,Western Europe,,Stavanger,Kongsgaardbakken 1,4005,www.evprivateequity.no,Norway,
True,47,1 303 426 8899,12300,North America,Colorado,Westminster,"8787 Turnpike Drive, Suite 260",80031,accessvp.com,United States,info@accessvp.com
False,3853,,12300,North America,Colorado,Denver,"Industry denver, 3001 brighton blvd",80216,,United States,
True,2073,1 925 621 1088,18518,North America,California,Pleasanton,"6700 Koll Center Parkway, Suite 230",94566,www.trivalleyventures.com,United States,info@trivalleyventures.com
True,299,1 207 504 5900,8514,North America,Maine,Brunswick,"30 Federal Street, Suite 400",04011,www.ceimaine.org/cei-ventures/,United States,
True,2587,1 320 224 6028,19870,North America,Minnesota,Sartell,908 Morning Star Court,56377,www.greatnorthventures.com,United States,
False,2054,,19870,North America,California,Silicon Valley,-,,,United States,
False,3267,44 2070738500,6211,Western Europe,,London,Cannon Place 78 Cannon Street,EC4N 6HL,,United Kingdom,
False,249,86 10 8809 1365,6211,Asia-Pacific,,Beijing,"Room 1100, Excel Centre, No. 6 Wudinghou Street, Xicheng District",100033,,China,
False,1401,852 2877 7733,6211,Asia-Pacific,,Hong Kong,"17th Floor, Chater House 8 Connaught Road Central",,,Hong Kong,
False,1331,1 212 632 3000,6211,North America,New York,New York,280 Park Avenue,10017,,United States,
True,1232,1 800 632 2350,6211,North America,California,San Mateo,"One Franklin Parkway Building 920, 1st Floor",94403,www.franklintempleton.com,United States,
False,3337,81 3 6230 5600,6211,Asia-Pacific,,Tokyo,"Ark Hills Sengokuyama Mori Tower 40F 1-9-10 Roppongi, Minato-ku",106-0032,,Japan,
False,1342,41 44 217 81 81,6211,Western Europe,,Zürich,Stockerstrasse 38,8002,,Switzerland,
False,1627,1 203 348 5252,6211,North America,Connecticut,Stamford,"300 Atlantic Street, 12th Floor",06901,,United States,
False,2788,1 800 632 2350,6211,North America,California,Rancho Cordova,3355 Data Drive,95670-7313,,United States,
False,640,,6211,North America,Florida,St. Petersburg,100 Fountain Parkway N.,33716,,United States,
False,3137,,6211,North America,Massachusetts,Boston,BS1–One Int’l Place,,,United States,
False,3011,1 925 875 2500,6211,North America,California,Dublin,5130 Hacienda Drive,94568,,United States,
False,388,1 800 618 1260,6211,North America,Florida,Coral Gables,"2 Alhambra Plaza, Penthouse #1",33134,,United States,
False,3147,1 954 527 7500,6211,North America,Florida,Fort Lauderdale,300 S.E. 2nd Street,33301,,United States,
False,4025,,6211,North America,Missouri,Kansas City,-,,,United States,
False,1755,1 213 596 8600,6211,North America,California,Los Angeles,"444 South Flower Street, 32nd Floor",90071,,United States,
False,3837,1 201 592 6700,6211,North America,New Jersey,Ridgefield Park,"55 Challenger Road, 5th floor",07660,,United States,
False,1581,1 801 952 3300,6211,North America,Utah,Salt Lake City,"47 West 200 South,  Suite 200",84101,,United States,
False,1083,1 973 912 2000,6211,North America,New Jersey,Short Hills,101 John F. Kennedy Parkway,07078-2789,,United States,
False,2503,1 202 872 0500,6211,North America,,"Washington, D.C.","1133 Connecticut Ave., N.W., Suite 400",20036,,United States,
False,2593,1 302 429 0910,6211,North America,Delaware,Wilmington,1220 North Market Street,19801,,United States,
False,2935,54 11 4313 0848,6211,Latin America,,Buenos Aires,"Ingeniero Butty 220, 11th Floor",C1001AFB,,Argentina,
False,2893,61 2 9250 2200,6211,Asia-Pacific,,Sydney,Suites 30-7 and Suites 30-8 RBS Tower at Aurora Place 88 Phillip Street,2000,,Australia,
False,3402,61 3 9603 1200,6211,Asia-Pacific,,Melbourne,Level 19 101 Collins Street,3000,,Australia,
False,822,43 01  532 26 5531,6211,Western Europe,,Vienna,Universitätsring 10 4th Floor,1010,,Austria,
False,1758,1 800 239 3894,6211,Latin America,,Nassau,Lyford Cay,,,Bahamas,
False,1606,,6211,Western Europe,,Brussels,28 avenue Marnix,1000,,Belgium,
False,750,55 21 2543 2413,6211,Latin America,,Rio De Janeiro,"Rua Lauro Muller 116, Office 2404 Botafogo",,,Brazil,
False,1812,55 113 206 0000,6211,Latin America,,São Paulo,"CNPJ nº 04.205.311/0001-48 Rua Brigadeiro Faria Lima 3311,  5th Floor, Itaim Bibi",04536-000,,Brazil,
False,2365,1 800 387 0830,6211,North America,,Toronto,"5000 Yonge Street, Suite 900",M2N 0A7,,Canada,
False,3842,1 800 267 3862,6211,North America,,Calgary,"335 Eighth Avenue SW,  Suite 1940",T2P 1C9,,Canada,
False,4048,86 21 6881 8800,6211,Asia-Pacific,,Shanghai,701B Citigroup Tower 33 Hua Yuan Shi Qiao Road  Pudong,200120,,China,
False,3725,33 140 738 600,6211,Western Europe,,Paris,20 Rue de la Paix,75002,,France,
False,15,49 69 272 230,6211,Western Europe,,Frankfurt,Mainzer Landstr. 16,D-60325,,Germany,
False,2143,31 20 575 2890,6211,Western Europe,,Amsterdam,"World Trade Center Amsterdam H-toren, 16e verdieping Zuidplein 134",1077 XV,,Netherlands,
False,1551,36 70 383 5156,6211,Central/Eastern Europe,,Budapest,Sas utca 10-12.,1051,,Hungary,
False,62,91 22 6610 7777,6211,Asia-Pacific,,Mumbai,"Mittal Tower, Office No. A/31, A/32 & A/35, 3rd Floor Mittal Tower – 'A' Wing Opp. Vidhan Bhavan Nariman Point",400-021,,India,
False,2282,91 2267 519100,6211,Asia-Pacific,,Mumbai,"Indiabulls Finance Centre Tower 2, 12th Floor Elphinstone Road",400013,,India,
False,1811,91 442467920305,6211,Asia-Pacific,,Chennai,"Century Centre 75 TTK Road, Alwarpet",600-018,,India,
False,3212,91 442 440 7000,6211,Asia-Pacific,,Chennai,"Unit 301, Campus 4B, IIIrd Floor RMZ Millenia Business Park 143, Dr. MGR Road, Kandanchavadi",600096,,India,
False,2624,91 40 6697 1000,6211,Asia-Pacific,,Hyderabad,"Franklin Templeton Park, 18 - 23, Financial district, Nanakramguda",500019,,India,
False,882,39 2 85459 1,6211,Western Europe,,Milano,"C.so Italia, n.1",20122,,Italy,
False,2600,352 46 66 67 1,6211,Western Europe,,Luxembourg,"8A, rue Albert Borschette",L-1246,,Luxembourg,
False,2722,,6211,Asia-Pacific,,Kuala Lumpur,"Suite 31-02, 31st Floor, Menara Keck Seng 203 Jalan Bukit Bintang",55100,,Malaysia,
False,1889,52 55 50020650,6211,Latin America,,México City,"Av. Paseo de la Reforma 342 piso 8, Colonea Juárez",DF 06600,,Mexico,
False,3838,48 61 6679000,6211,Central/Eastern Europe,,Poznan,Nowy Rynek Przemyslowa 3,61-579,,Poland,
False,1833,40 200 96 00,6211,Central/Eastern Europe,,Bucharest,"Premium Point 78-80 Buzesti, 08th floor District 1",,,Romania,
False,3429,65 6241 2662,6211,Asia-Pacific,,Singapore,7 Temasek Boulevard #38-03 Suntec Tower One,038987,,Singapore,
False,1168,822 377 40681,6211,Asia-Pacific,,Seoul,"3rd Floor, CCMM Building 12 Youido-Dong, Youngdungpo-Gu",150-968,,South Korea,
False,551,34 914 263 600,6211,Western Europe,,Madrid,"Calle Jose Ortega y Gasset, 29 - 6a planta",28006,,Spain,
False,3497,46 854 501 230,6211,Western Europe,,Stockholm,Blasieholmsgatan 5,SE-111 48,,Sweden,
False,3984,662 613 1390,6211,Asia-Pacific,,Bangkok,"Level 19, Suite 1909, The Offices at Centralworld 999/9 Rama 1 Road, Kwaeng Pathumwan",10330,,Thailand,
False,1324,90 212 319 3303,6211,Middle East/Africa,,Istanbul,Ferko Signature Büyükdere Caddesi,34398,,Turkey,
False,253,971 4 428 4100,6211,Middle East/Africa,,Dubai,"Dubai International Financial Centre Gate Building, East Wing, Level 2",,,United Arab Emirates,
False,1917,44 131 242 4000,6211,Western Europe,,Edinburgh,5 Morrison Street,EH3 8BH,,United Kingdom,
False,1576,84 839 151 800,6211,Asia-Pacific,,Ho Chi Minh City,"1st Floor, Empire Tower 26-28 Ham Nghi District 1",,,Vietnam,
False,73,925 8752500,6211,North America,California,San Ramon,"2700 Camino Ramon, Suite #250",94583,,United States,
True,320,1 917 627 9539,14828,North America,New York,New York,"902 Broadway, Suite 1611",10010,www.conversioncapital.com,United States,ir@conversioncapital.com
False,4079,,14828,North America,California,San Francisco,-,,,United States,
False,887,,14828,North America,Texas,Austin,-,,,United States,
True,2451,1 415 746 9497,21972,North America,California,San Francisco,3739 Balboa St. #1026,94121,www.cleocap.com,United States,
True,1057,1 713 292 5400,14535,North America,Texas,Houston,4400 Post Oak Parkway Suite 2200,77027,www.stelluscapital.com,United States,
False,3119,1 301 634 3000,14535,North America,Maryland,Bethesda,4520 East-West Highway Suite 605,20814,,United States,
False,1871,,14535,North America,North Carolina,Charlotte,"5605 Carnegie Boulevard,  Suite 410",28209,,United States,
True,4003,1 312 360 1133,8148,North America,Illinois,Chicago,191 North Wacker Drive Suite 800,60606,www.prairie-capital.com,United States,
True,2524,1 650 561 7456,13477,North America,California,Redwood City,"900 Veterans Blvd.,  Suite 330",94063,www.sozo.ventures,United States,
False,2299,,13477,Asia-Pacific,,Tokyo,"EGG JAPAN,  9th Floor,  Shin-Marunouchi Bldg,  1-5-1 Marunouchi,  Chiyoda-ku",100-6509,,Japan,
True,3458,1 416 294 1367,19660,North America,,Toronto,"47 Front St. E.,  Suite 400",M5E 1B3,www.framework.vc,Canada,hello@framework.vc
True,3201,1 617 807 8800,9018,North America,Massachusetts,Boston,"The Prudential Tower 800 Boylston Street, Suite 1310",02199,www.guidepostgrowth.com,United States,contact@guidepostgrowth.com
True,689,1 303 765 2400,8183,North America,Colorado,Denver,3033 East First Avenue Suite #700,80206,excellere.com,United States,
True,262,1 212 561 5240,7082,North America,New York,New York,400 Park Avenue,10022,www.wcapgroup.com,United States,
True,569,41 41 784 6000,19614,Western Europe,,Baar,Neuhofstrasse 4,6341,www.blueearth.capital,Switzerland,info@blueearth.capital
False,1753,44 20 7575 2500,19614,Western Europe,,London,c/o Partners Group 110 Bishopsgate 14th Floor,EC2N 4AY,,United Kingdom,
False,729,44 1481 711 690,19614,Western Europe,,Guernsey,"Tudor House, St Peter Port",GY1 6BD,,Channel Islands,
False,2934,352 48 18 28 1,19614,Western Europe,,Luxembourg,"15, Boulevard F.W. Raiffeisen",L-2411,,Luxembourg,
False,570,1 212 908 2600,19614,North America,New York,New York,"The Grace Building 1114 Avenue of the Americas, 37th Floor",10036,,United States,
False,2396,65 6671 3501,19614,Asia-Pacific,,Singapore,8 Marina View Asia Square Tower 1 #37-01,018960,,Singapore,
True,2695,1 415 827 1492,15959,North America,California,San Francisco,"30 Maiden Lane, Floor 6",94108,www.circleup.com,United States,info@circleup.com
True,4064,0,19709,North America,,New York,-,,,United States,
True,1187,1 713 658 1750,1953,North America,Texas,Houston,410 Pierce St,77002,www.houstonexponential.org,United States,info@houstonexponential.org
True,3156,5123209812,22015,North America,Texas,Austin,303 Colorado St Ste 2050,78701,https://formenterapartners.com/,United States,
True,2159,1 239 262 6300,15398,North America,Florida,Naples,"3003 Tamiami Trail North, Suite 410",34103,www.tamiamiangels.com,United States,info@tamiamiangels.com
True,2875,1 310 633 2900,20274,North America,California,Playa Vista,"12180 Millennium Drive, Suite 500",90094,www.tcg.co,United States,info@tcg.co
False,975,,20274,North America,California,San Francisco,"575 Market Street 27th Floor, Suite 2725",94105,,United States,
False,1801,,20274,North America,New York,New York,"135 5th Ave., 7th Floor",10010,,United States,
True,2345,1 650 646 5144,15778,North America,California,Burlingame,"240 Lorton Ave, 3FL",94010,www.goodwatercap.com,United States,info@goodwatercap.com
False,931,86 10 5961 1188,8624,Asia-Pacific,,Beijing,"Unit 13-17, 24/F, CWTC Tower1, No.1 Jianguomenwai Street,",100004,,China,
True,718,86 21 6101 6522,8624,Asia-Pacific,,Shanghai,"Suite 3906, Jinmao Tower,  88 Century Boulevard",200121,https://qimingvc.com/en,China,contactus@qimingvc.com
False,612,852 3620 3601,8624,Asia-Pacific,,Hong Kong,"4205-4206, 42/F, Gloucester Tower The Landmark, Central",,,Hong Kong,
False,1719,86 512 6588 3308,8624,Asia-Pacific,,Suzhou,"4-203, Sandlake VC/PE Community, 183 Suhong Dong Road Suzhou Industrial Park, Jiangsu Province,",215026,,China,
False,898,,8624,North America,California,Los Angeles,-,,,United States,
True,712,1 212 583 5000,4013,North America,New York,New York,345 Park Avenue,10154,www.blackstone.com/the-firm/asset-management/strategic-partners,United States,pressinquiries@blackstone.com
False,630,1 212 583 5000,4013,North America,California,San Francisco,101 California Street Suite 3200,94111,,United States,
False,1316,44 20 7451 4000,4013,Western Europe,,London,40 Berkeley Square,W1J5AL,,United Kingdom,
True,845,1 212 508 3300,11019,North America,New York,New York,667 Madison Avenue 10th Floor,10065,www.snowphipps.com,United States,contact@snowphipps.com
True,526,1 760 652 6353,19041,North America,California,Encinitas,662 Encinitas Blvd.  Suite 230,92024,www.sweetwaterpe.com,United States,info@sweetwaterpe.com
True,3001,1 310 235 5900,12199,North America,California,Los Angeles,"11100 Santa Monica Boulevard, Suite 2000",90025,www.crescentcap.com,United States,investor.relations@crescentcap.com
False,2710,1 212 364 0200,12199,North America,New York,New York,"10 Hudson Yards, 41st Floor",10001,,United States,
False,671,1 617 854 1500,12199,North America,Massachusetts,Boston,"100 Federal Street, 31st Floor",02110,,United States,
False,1359,44 20 3696 5420,12199,Western Europe,,London,25 Hanover Square,W1S 1JF,,United Kingdom,
True,2224,1 650 454 5244,14731,North America,California,Palo Alto,3587 Lupine Avenue,94303,www.sparklabsglobal.com,United States,
True,3829,1 212 378 3700,22036,North America,New York,New York,540 Madison Avenue 33rd Floor,10022,www.lsvfinancial.com,United States,info@lsvfinancial.com
False,212,,22036,North America,New Jersey,Teaneck,-,,,United States,
True,3590,1 203 487 8555,19081,North America,Connecticut,Stamford,"700 Canal Street, 4th Floor",06902,www.arbourlanecapital.com,United States,info@arbourlanecapital.com
False,2886,,19081,North America,New York,New York,-,,,United States,
False,1668,1 650 585 5450,8457,North America,California,Menlo Park,2855 Sand Hill Road,94025,,United States,
True,3135,86 10 5769 6500,8457,Asia-Pacific,,Beijing,32F Tower 2 of China Central Place  No. 79 Jianguo Road Chaoyang District,100025,www.nlvc.com/en,China,
False,972,852 2281 6200,8457,Asia-Pacific,,Hong Kong,"Suite 2210, Two Pacific Place 88 Queensway,  Admiralty",,,Hong Kong,
False,132,86 512 6696 9911,8457,Asia-Pacific,,Jiangsu,"Room 302, building 13 Sandlake VC/PE Community  183 East Suhong Road, Suzhou Industrial Park",215026,,China,
False,1270,86 755 3699 2780,8457,Asia-Pacific,,Shenzhen,Unit 1407 East Block Coastal Building  Hai De San Dao Nanshan District,518054,,China,
False,3216,8621 6103 4800,8457,Asia-Pacific,,Shanghai,Unit 1702 Tower 2 Kerry Centre 1539  Nanjing West Road,200040,,China,
True,426,1 403 232 3340,7714,North America,,Calgary,"Suite 2370,  440 â€“ 2nd Avenue SW",T2P 5E9,carboninfrastructurepartners.com,Canada,info@carboninfra.com
True,3454,1 610 518 4903,21279,North America,Pennsylvania,Bryn Mawr,"40 Morris Avenue, Suite 230",19010,www.acrewoodholdings.com,United States,info@acrewoodholdings.com
True,2625,1 212 223 7400,7551,North America,New York,New York,"509 Madison Avenue, Suite 1006",10022,www.activatevp.com,United States,
False,327,1 610 849 1990,7551,North America,Pennsylvania,Bethlehem,116 Research Drive,18015,,United States,
True,2635,13035921200,22049,North America,Colorado,Denver,.,,https://www.ai.vc/,United States,
True,1285,1 402 444 1630,19207,North America,Nebraska,Omaha,"1004 Farnam St., Suite 400",68102,www.burlingtoncapital.com,United States,
True,1374,331 83 75 56 01,3828,Western Europe,,Paris,5-7 rue de Monttessuy,75007,www.flexstonepartners.com,France,investorrelations@flexstonepartners.com
False,2727,41 22 761 7080,3828,Western Europe,,Geneva,8 chemin de Blandonnet Vernier,1214,,Switzerland,
False,3061,65 6221 6092,3828,Asia-Pacific,,Singapore,"OUE Downtown 2 #24-12, 6 Shenton Way Robinson Centre",68809,,Singapore,
False,3541,1 212 703 0300,3828,North America,New York,New York,"745 Fifth Avenue, 28th Floor",10151,,United States,
True,2208,1 212 478 9200,17036,North America,New York,New York,430 Park Avenue 7th Floor,10022,www.churchillam.com,United States,info@churchillam.com
True,690,,21094,North America,New York,New York,"00 Third Avenue, Suite 1403",10022,i80group.com,United States,ir@i80group.com
False,3825,,21094,North America,California,San Francisco,"345 California Street, 6th Floor",94104,,United States,
True,2885,1 212 476 8000,6371,North America,New York,New York,590 Madison Avenue 38th Floor,10022,www.american-securities.com,United States,
False,3086,86 21 5419 1100,6371,Asia-Pacific,,Shanghai,"989 Changle Road, The Center, Suite 3311",200031,,China,
True,1649,1 949 720 6000,14239,North America,California,Newport Beach,650 Newport Center Drive,92660,www.pimco.com,United States,
False,2832,49 89 26209 6000,14239,Western Europe,,Munich,Seidlstr. 24-24a,80335,,Germany,
False,1163,55 21 3956 5800,14239,Latin America,,Rio de Janeiro,"EdifÃ­cio Internacional Rio Praia do Flamengo, 154 1o andar",22210-906,,Brazil,
False,4027,65 6491 8000,14239,Asia-Pacific,,Singapore,"8 Marina View, #30-01, Asia Square Tower 1",018960,,Singapore,
False,2625,612 9279 1771,14239,Asia-Pacific,,Sydney,"Level 19, 5 Martin Place",2000,,Australia,
False,3703,1 212 776 1500,14239,North America,New York,New York,1633 Broadway,10019,,United States,
False,2825,852 3650 7700,14239,Asia-Pacific,,Hong Kong,"Suite 2201, 22nd Floor, Two International Finance Centre, 8 Finance Street Central",,,Hong Kong,
False,3693,44 20 3640 1000,14239,Western Europe,,London,11 Baker Street,W1U 3AH,,United Kingdom,
False,38,813 5777 8150,14239,Asia-Pacific,,Tokyo,"Toranomon Towers Office 18F, 4-1-28, Toranomon, Minato-ku",105-0001,,Japan,
False,2625,1 416 368 3350,14239,North America,,Toronto,"199 Bay Street, Suite 2050 Commerce Court Station P.O. Box 363",M5L 1G2,,Canada,
False,2676,39 02 9475 5400,14239,Western Europe,,Milan,Sede Legale Corso Matteotti 8,20121,,Italy,
False,1083,41 44 512 4910,14239,Western Europe,,Zurich,"Brandschenkestrasse, 41",8002,,Switzerland,
True,1043,1 212 993 7150,20107,North America,New York,New York,"9 West 57th Street, 12th floor",10019,www.summit-rock.com,United States,
True,2737,49 89 2323 9297 0,14052,Western Europe,,Munich,Promenadeplatz 12,80333,www.yielco.com,Germany,info@yielco.com
False,312,41 55 510 0714,14052,Western Europe,,PfÃ¤ffikon,Rietbrunnen 48,8808,,Switzerland,
True,1079,1 617 406 6500,3671,North America,Massachusetts,Boston,"200 Clarendon Street, 50th Floor",02116,www.highvistastrategies.com,United States,info@highvistastrategies.com
True,3651,1 914 683 8474,14785,North America,New York,White Plains,707 Westchester Avenue,10604,www.seavestinc.com,United States,
True,3917,1 415 500 6680,15223,North America,California,San Francisco,"660 4th Street, #193",94107,www.expa.com,United States,hello@expa.com
False,896,,15223,North America,New York,New York,East Coast,10013,,United States,
False,529,,15223,North America,,Vancouver,-,V6B 1T1,,Canada,
False,2898,,15223,North America,California,Los Angeles,-,90038,,United States,
False,3851,,15223,North America,Texas,Austin,-,,,United States,
True,2882,1 415 465 1000,18467,North America,California,Palo Alto,228 Hamilton Avenue,94301,www.norlandcapital.com,United States,info@norlandcapital.com
False,3496,,18467,Western Europe,,London,43 Berkeley Square,W1J 5AP,,United Kingdom,
True,1393,1 317 663 9382,22066,North America,Indiana,Indianapolis,1220 Waterway Blvd.,46202,www.sixty8.capital,United States,weare@sixty8.capital
True,2924,1 541 728 3197,20218,North America,Oregon,Bend,1001 Sw Emkay Drive Suite 100,97702,cascadeseedfund.com,United States,hello@cascadeseedfund.com
True,450,1 650 262 6670,12887,North America,California,San Mateo,635 Mariners Island Blvd Suite 204,94404,employeestockoptions.com,United States,info@esofund.com
True,1745,1 780 426 2400,17120,North America,,Edmonton,"9945 - 50th Street NW Suite 304, Capilano Centre",T6A 0L4,www.lgkwealth.ca,Canada,
True,286,1 312 543 2204,21007,North America,South Carolina,Fort Mill,5668 Morris Hunt Drive,29708,www.tecumsehalts.com,United States,info@tecumsehalts.com
False,1993,,21007,North America,New York,Brooklyn,-,,,United States,
False,1237,49 89 255 49550,6532,Western Europe,,Munich,SalvatorstraÃŸe 3,80333,,Germany,info@hgcapital.com
True,3067,44 20 7089 7888,6532,Western Europe,,London,2 More London Riverside,SE1 2AP,www.hgcapital.com,United Kingdom,info@hgcapital.com
False,157,1 3479668824,6532,North America,New York,New York,601 Lexington Avenue,10022,,United States,
True,1113,781 2087375,22075,North America,Massachusetts,Waltham,"1000 Winter Street, Suite 3700 Waltham, MA",02451,https://www.strideconsumer.com/,United States,info@strideconsumer.com
True,1474,1 650 575 7716,19451,North America,California,Palo Alto,1555 Alma Street,94301,www.shangbaycapital.com,United States,support@shangbaycapital.com
True,2502,1 917 214 0564,18648,North America,New York,New York,"381 Park Ave South, Suite 419",10016,www.laconiacapitalgroup.com,United States,info@laconiacapitalgroup.com
True,1779,1 303 454 5453,4257,North America,Colorado,Denver,1430 Wynkoop Street  Suite 200,80202,www.mbclp.com,United States,contact@mbclp.com
True,2764,1 510 396 0170,19420,North America,California,San Jose,"97 East Brokaw Road,  Suite 350",95112,www.satwikventures.com,United States,info@satwikventures.com
True,700,1 913 904 5700,17330,North America,Kansas,Overland Park,"5700 W 112th Street, Suite 500",66211,www.flyovercapital.com,United States,info@flyovercapital.com
False,3595,,17330,North America,Illinois,Champaign,-,,,United States,
True,2566,1 312 205 5050,7608,North America,Illinois,Chicago,"150 South Wacker Drive, 5th Floor",60606,www.golubcapital.com,United States,
False,2670,1 212 750 6060,7608,North America,New York,New York,"666 Fifth Avenue, 18th Floor",10103,,United States,
False,967,1 415 766 3549,7608,North America,California,San Francisco,"4 Embarcadero, Suite 1400",94111,,United States,
False,2127,1 980 231 5657,7608,North America,North Carolina,Davidson,"130 Harbour Place, Suite #340",28036,,United States,
True,1342,,22104,North America,,Toronto,"410 Adelaide St W.,  Suite 610",M5V 1S8,www.rippleventures.com,Canada,
True,2120,,20196,North America,California,San Francisco,"575 Market Street, Suite 1650",94105,telstraventures.com,United States,
False,3511,,20196,Asia-Pacific,,Sydney,400 George Street,2000,,Australia,
False,2057,,20196,Asia-Pacific,,Shanghai,"Unit 204, Building B, W Square No 1686 Wuzhong Road Minhang District",,telstraventures.com,China,
True,887,1 765 665 6272,19555,North America,New Jersey,Allentown,9 Plantation Way,08501,www.contrarycap.com,United States,info@contrarycap.com
True,465,86 21 5031 8996,12979,Asia-Pacific,,Shangai,"Room 902, Wheelock Square No. 1717,West Nanjing Road, Jingâ€™an District",,cvpcap.com,China,info@cvpcap.com
True,1102,1 917 319 1615,21401,North America,New York,New York,"437 Madison Avenue, 24th Floor",10022,www.stewardassetmgmt.com,United States,steward@stewardassetmgmt.com
True,783,1 514 798 2333,8129,North America,,Montreal,"1 Place Ville-Marie, Bureau 1050",H3B 4S6,www.ctisciences.com,Canada,
True,2762,1 972 432 1440,8410,North America,Texas,Dallas,"2850 N. Harwood Street, 19th Floor",75201,www.ngpenergycapital.com,United States,inquiries@ngptrs.com
False,713,1 713 579 5700,8410,North America,Texas,Houston,"717 Texas Avenue, Suite 1650",77002,,United States,
True,3816,1 925 399 8900,12900,North America,California,Walnut Creek,"1333 N. California Blvd, Suite 520",94596,www.insigniacap.com,United States,
True,2120,1 415 439 4420,5552,North America,California,San Francisco,"One Letterman Drive  Building D, Suite 100",94129,ridge.vc,United States,info@ridge.vc
True,3558,1 312 255 0077,19704,North America,Illinois,Chicago,230 W Monroe St  Ste 1920,60606,www.thurstongroup.com,United States,thurston@thurstongroup.com
True,2421,1 212 490 6320,4718,North America,New York,New York,767 Fifth Avenue  24th Floor,10153,www.sevenbridgesadvisors.com,United States,clientservices@sevenbridgesadvisors.com
True,3146,1 646 930 4516,19477,North America,New York,New York,"325 Hudson Street,  4th Floor",10013,www.feenixpartners.com,United States,
True,218,1 650 234 4300,7502,North America,California,Portola Valley,"104 La Mesa Drive, Suite 102",94028,www.westerntech.com,United States,info@westerntech.com
True,914,1 978 771 9999,19528,North America,Massachusetts,Boston,"800 Boylston Street,  Suite 2222",02199,www.newpath.partners,United States,info@newpath.partners
True,551,1 212 381 4411,14929,North America,New York,New York,228 Park Avenue South PMB 84483,10003-1052,alphapartners.com,United States,vc@alphapartners.com
True,1369,1 650 297 4869,19344,North America,California,Burlingame,1290 Howard Avenue,94010,www.newviewcap.com,United States,Info@NewViewCap.com
True,3258,1 314 669 6803,19778,North America,Missouri,Saint Louis,"911 Washington Ave,  Suite 816",63101,www.sixthirty.co,United States,hello@sixthirty.co
False,3777,44 20 7901 8328,17792,Western Europe,,London,4 Sloane Terrace,SW1X 9DQ,www.tetragoninv.com,United Kingdom,ir@tetragoninv.com
True,638,1 44 20 7901 8328,17792,North America,New York,New York,399 Park Avenue,10022,www.tetragoninv.com,United States,ir@tetragoninv.com
True,3583,1 650 293 4545,15609,North America,California,San Mateo,"999 Baker Way, Suite 150",94404,www.bluepointecapital.com,United States,info@bluepointecapital.com
True,110,1 415 926 3835,17729,North America,California,San Francisco,595 Pacific Avenue 4th Floor,94133,www.cantos.vc,United States,
True,4027,1 646 661 1888,18838,North America,New York,New York,"445 Park Avenue,  14th Floor",10022,www.furtherglobal.com,United States,info@furtherglobal.com
False,4001,,18838,North America,,Toronto,"37B Hazelton Avenue,  Third Floor",M5R 2E3,,Canada,
True,878,1 408 634 8365,18623,North America,California,Mountain View,147 Castro St Floor 3,94041,montavc.com,United States,submit@montavc.com
False,2922,1 617 247 7010,6572,North America,Massachusetts,Boston,111 Huntington Avenue Suite 2920,02199,,United States,info@lexpartners.com
False,2725,1 650 561 9600,6572,North America,California,Menlo Park,"3000 Sand Hill Road, 1-220",94025,,United States,info@lexpartners.com
False,927,44 20 7399 3940,6572,Western Europe,,London,50 Berkeley Street,W1J 8HA,,United Kingdom,info@lexpartners.com
True,2301,1 212 754 0411,6572,North America,New York,New York,399 Park Avenue  20th Floor,10022,www.lexingtonpartners.com,United States,info@lexpartners.com
