fund_id,fund_name,manager_id,manager,close_year,strategy,fund_size_amt,fund_currency
43077,Argonaut Private Equity Fund III,19095.0,Argonaut Private Equity,2016,Venture Capital / Growth Equity,600000000.0,USD
55561,Elephant Partners SPV A,16906.0,Elephant,2016,Venture Capital / Growth Equity,5200000.0,USD
43047,Flashstarts Partners Fund 2016,14468.0,FlashStarts,2016,Venture Capital / Growth Equity,700000.0,USD
55498,Cincinnati Cornerstone Investors EI III,8670.0,CincyTech,2016,Venture Capital / Growth Equity,8320000.0,USD
55326,Designer Fund I,18600.0,Designer Fund,2016,Venture Capital / Growth Equity,20000000.0,USD
46729,Global venture investment fund,13541.0,Simone Investment Managers,2016,Venture Capital / Growth Equity,,
42888,Meritage Investors 2,6593.0,Meritage Funds,2016,Venture Capital / Growth Equity,2500000.0,USD
47201,NAV Invincea I,8489.0,NAV.VC,2016,Venture Capital / Growth Equity,494400.0,USD
42519,Refactor Curry,17473.0,Refactor Capital,2016,Venture Capital / Growth Equity,3220000.0,USD
49730,Amasia CIV S,19371.0,Amasia,2016,Venture Capital / Growth Equity,2500000.0,USD
55026,Eniac Special Beta,13059.0,ENIAC Ventures,2016,Venture Capital / Growth Equity,1030000.0,USD
55025,Eniac Special Alpha,13059.0,ENIAC Ventures,2016,Venture Capital / Growth Equity,5090000.0,USD
53924,Emerald Industrial Innovation Fund LP,8225.0,Emerald Technology Ventures,2016,Venture Capital / Growth Equity,149500000.0,EUR
54704,Bigr Ventures Fund II,17817.0,BIGR Ventures,2016,Venture Capital / Growth Equity,55000000.0,USD
49546,31VENTURES Global Innovation Fund I,14058.0,Global Brain Corporation,2016,Venture Capital / Growth Equity,5000000000.0,JPY
37670,Tamiami Angel Fund III,15398.0,Tamiami Angel Funds,2016,Venture Capital / Growth Equity,3600000.0,USD
60889,Mercato Partners Traverse III,12079.0,Mercato Partners,2016,Venture Capital / Growth Equity,246000000.0,USD
37654,Linse Capital CP,17906.0,Linse Capital,2016,Venture Capital / Growth Equity,53750000.0,USD
41909,Vast Ventures GEM,15128.0,Vast Ventures,2016,Venture Capital / Growth Equity,,
37101,Columbia Spectrum Partners I,6443.0,Columbia Capital,2016,Venture Capital / Growth Equity,247070000.0,USD
37391,Adrenaline Venture Fund I,17844.0,Adrenaline Venture Fund,2016,Venture Capital / Growth Equity,200000.0,USD
36388,Rothenberg Ventures 2016 Fund,16767.0,Rothenberg Ventures,2016,Venture Capital / Growth Equity,17000000.0,USD
36382,Point 406 Ventures 2016 Opportunities Fund,8152.0,.406 Ventures,2016,Venture Capital / Growth Equity,74500000.0,USD
35700,Susa Ventures II,15789.0,Susa Ventures,2016,Venture Capital / Growth Equity,50000000.0,USD
35935,Electranova Capital II,11.0,Eurazeo,2016,Venture Capital / Growth Equity,,
35854,GGV Discovery I,5535.0,GGV Capital,2016,Venture Capital / Growth Equity,250000000.0,USD
35859,iDE Fund,8237.0,iD Ventures America,2016,Venture Capital / Growth Equity,50000000.0,USD
35873,Mayfield XV,6585.0,Mayfield Fund,2016,Venture Capital / Growth Equity,400000000.0,USD
40614,Tyche Partners,18683.0,Tyche Partners,2016,Venture Capital / Growth Equity,60000000.0,USD
35877,Long Ridge Equity Partners II,12416.0,Long Ridge Equity Partners,2016,Venture Capital / Growth Equity,227000000.0,USD
35904,Battery Ventures XI,6393.0,Battery Ventures,2016,Venture Capital / Growth Equity,650000000.0,USD
35905,Battery Ventures XI Side Fund,6393.0,Battery Ventures,2016,Venture Capital / Growth Equity,300000000.0,USD
35909,500 FinTech,11682.0,500 Global,2016,Venture Capital / Growth Equity,14140000.0,USD
35910,Alliance Consumer Growth Fund III,11837.0,Alliance Consumer Growth,2016,Venture Capital / Growth Equity,211830000.0,USD
37744,Third Rock Ventures IV,9039.0,Third Rock Ventures,2016,Venture Capital / Growth Equity,616000000.0,USD
35924,1955 Capital Fund I,17364.0,1955 Capital,2016,Venture Capital / Growth Equity,200000000.0,USD
35931,Lucas Venture Group V,17006.0,Lucas Venture Group,2016,Venture Capital / Growth Equity,2030000.0,USD
35945,Nextech IV Oncology,11472.0,Nextech Invest,2016,Venture Capital / Growth Equity,64000000.0,USD
35846,GGV Capital VI,5535.0,GGV Capital,2016,Venture Capital / Growth Equity,900000000.0,USD
35946,Nokia Growth Partners IV,1427.0,NGP Capital,2016,Venture Capital / Growth Equity,350000000.0,USD
39291,PICO Venture Partners,11995.0,Precision Capital,2016,Venture Capital / Growth Equity,26720000.0,USD
35950,Column Group III,9055.0,The Column Group,2016,Venture Capital / Growth Equity,535000000.0,USD
37723,Javelin Venture Partners IV,11030.0,Javelin Venture Partners,2016,Venture Capital / Growth Equity,125000000.0,USD
35964,Drive Capital Fund II,14128.0,Drive Capital,2016,Venture Capital / Growth Equity,300000000.0,USD
35969,S3 Ventures Fund VI,14281.0,S3 Ventures,2016,Venture Capital / Growth Equity,75000000.0,USD
35970,Propel Venture Partners US Fund I,17346.0,Propel Venture Partners,2016,Venture Capital / Growth Equity,150000000.0,USD
35975,GP Interests,17396.0,GP Interests,2016,Venture Capital / Growth Equity,,
37099,Kitchen Fund,17747.0,Kitchen Fund,2016,Venture Capital / Growth Equity,,
37071,Visionnaire Ventures Fund II,15427.0,Visionnaire Ventures,2016,Venture Capital / Growth Equity,,
37068,Peak Ventures Fund II,15754.0,Album VC,2016,Venture Capital / Growth Equity,55220000.0,USD
37058,Maiden Lane Fund II,15401.0,Maiden Lane,2016,Venture Capital / Growth Equity,,
39256,Pear Ventures Opportunities IV,14504.0,Pear,2016,Venture Capital / Growth Equity,725000.0,USD
37302,Bigr Ventures,17817.0,BIGR Ventures,2016,Venture Capital / Growth Equity,26470000.0,USD
37304,Paxion Capital,17819.0,Paxion Capital,2016,Venture Capital / Growth Equity,764190000.0,USD
37307,Beringer Capital Fund III,17816.0,Beringer Capital,2016,Venture Capital / Growth Equity,10470000.0,USD
37310,First Round Capital VI,11004.0,First Round Capital,2016,Venture Capital / Growth Equity,174950000.0,USD
37311,First Round Capital VI Partners Fund,11004.0,First Round Capital,2016,Venture Capital / Growth Equity,5550000.0,USD
37316,SignalFire Fund II,16997.0,SignalFire,2016,Venture Capital / Growth Equity,101570000.0,USD
37320,PROOF Fund,8489.0,NAV.VC,2016,Venture Capital / Growth Equity,18670000.0,USD
37103,Bow Capital Fund I,17749.0,Bow Capital,2016,Venture Capital / Growth Equity,100000000.0,USD
41907,Vast Ventures Healthcare,15128.0,Vast Ventures,2016,Venture Capital / Growth Equity,,
36926,Viridis Fund I,17706.0,First Capital Ventures,2016,Venture Capital / Growth Equity,,
37429,Outpost Capital Fund I,17852.0,Outpost Capital,2016,Venture Capital / Growth Equity,20000000.0,USD
36931,BWS Tech Disrupt Fund,17709.0,Black Wall Street Investments,2016,Venture Capital / Growth Equity,,
36934,Longwood Fund IV,13237.0,Longwood Fund,2016,Venture Capital / Growth Equity,68400000.0,USD
35976,FreshTracks IV Fund,8634.0,FreshTracks Capital,2016,Venture Capital / Growth Equity,,
36945,Polaris Partners VIII,6643.0,Polaris Partners,2016,Venture Capital / Growth Equity,,
36948,FusionX Ventures Fund I,17712.0,FusionX Ventures,2016,Venture Capital / Growth Equity,10000000.0,USD
37431,Greenhouse Capital Partners II,10889.0,Greenhouse Capital Partners,2016,Venture Capital / Growth Equity,5890000.0,USD
36988,Betaworks Ventures 1.0,17720.0,Betaworks,2016,Venture Capital / Growth Equity,50000000.0,USD
36989,MedScience Ventures I,17721.0,MedScience Ventures,2016,Venture Capital / Growth Equity,4580000.0,USD
36993,EES Ventures I,17722.0,EES Ventures,2016,Venture Capital / Growth Equity,4170000.0,USD
36998,Thrive Capital Partners V,11781.0,Thrive Capital,2016,Venture Capital / Growth Equity,700000000.0,USD
37019,Bloomberg Beta II,14238.0,Bloomberg Beta,2016,Venture Capital / Growth Equity,75000000.0,USD
37022,Black Wall St. Equity Fund,17709.0,Black Wall Street Investments,2016,Venture Capital / Growth Equity,,
37427,Razor's Edge Fund II,11950.0,Razor's Edge Ventures,2016,Venture Capital / Growth Equity,250000000.0,USD
38920,RSC Capital Partners,18302.0,RSC Capital,2016,Venture Capital / Growth Equity,202000000.0,USD
37413,TCA Opportunities Fund I,17848.0,TCA Fund Management Group,2016,Venture Capital / Growth Equity,5000000.0,USD
37408,Rittenhouse Fund II,8665.0,Rittenhouse Ventures,2016,Venture Capital / Growth Equity,18000000.0,USD
37406,Verge II.5X,15134.0,Verge Fund,2016,Venture Capital / Growth Equity,2500000.0,USD
37053,Volition Capital Fund III,7561.0,Volition Capital,2016,Venture Capital / Growth Equity,250000000.0,USD
36946,Staley Capital Fund II,11874.0,Staley Capital,2016,Venture Capital / Growth Equity,,
35981,Healthbox Opportunity Fund I,15548.0,Healthbox,2016,Venture Capital / Growth Equity,,
37404,Rev1 NCH Fund I,17805.0,Rev1 Ventures,2016,Venture Capital / Growth Equity,5500000.0,USD
35993,Spark Capital V,7700.0,Spark Capital,2016,Venture Capital / Growth Equity,400000000.0,USD
36323,MF Venture Private Investments Infinity,17537.0,Medici Firma Venture,2016,Venture Capital / Growth Equity,950000000.0,USD
36256,Spark Capital Growth Fund II,7700.0,Spark Capital,2016,Venture Capital / Growth Equity,600000000.0,USD
36257,Yaletown Emerging Growth Fund,7122.0,Yaletown Partners,2016,Venture Capital / Growth Equity,,
36272,Grishin Robotics Fund II,17515.0,Grishin Robotics,2016,Venture Capital / Growth Equity,100000000.0,USD
36275,GVR Fund,11375.0,GREE,2016,Venture Capital / Growth Equity,12000000.0,USD
37631,Augment Ventures Fund II,17899.0,Augment Ventures,2016,Venture Capital / Growth Equity,10000000.0,USD
37628,Global Health Sciences Venture Fund,17897.0,Quark Venture,2016,Venture Capital / Growth Equity,500000000.0,USD
37593,Baidu Venture Fund I,16166.0,Baidu,2016,Venture Capital / Growth Equity,200000000.0,USD
36297,Biomatics Capital Partners,17527.0,Biomatics Capital,2016,Venture Capital / Growth Equity,200000000.0,USD
39168,BIP Capital Growth Fund III,18351.0,Panoramic Ventures,2016,Venture Capital / Growth Equity,60000000.0,USD
36311,Athenian Venture Partners IV,6383.0,Athenian Venture Partners,2016,Venture Capital / Growth Equity,,
36316,z9 Clubhouse Fund I,17523.0,Z9 Ventures,2016,Venture Capital / Growth Equity,1250000.0,USD
36326,Tuatara Capital Fund I,17539.0,Tuatara Capital,2016,Venture Capital / Growth Equity,93000000.0,USD
36248,GGV Capital VI Entrepreneurs Fund,5535.0,GGV Capital,2016,Venture Capital / Growth Equity,50000000.0,USD
36380,Mayfield Select Fund,6585.0,Mayfield Fund,2016,Venture Capital / Growth Equity,125000000.0,USD
36328,FirstMark Capital Fund IV,10645.0,FirstMark Capital,2016,Venture Capital / Growth Equity,272250000.0,USD
36331,Peppertree Capital Fund VI,12615.0,Peppertree Capital Management,2016,Venture Capital / Growth Equity,224500000.0,USD
41143,CreditEase Fintech Investment Fund,16887.0,CreditEase,2016,Venture Capital / Growth Equity,1000000000.0,USD
36344,Menlo Special Opportunities Fund,6589.0,Menlo Ventures,2016,Venture Capital / Growth Equity,250000000.0,USD
37550,Immersive Capital Fund,17881.0,Immersive Capital,2016,Venture Capital / Growth Equity,21400000.0,USD
36351,Neva Finventures,1640.0,Intesa Sanpaolo,2016,Venture Capital / Growth Equity,30000000.0,EUR
37549,Greylock XV,7229.0,Greylock Partners,2016,Venture Capital / Growth Equity,1000000000.0,USD
36372,Binary Capital Fund II,15863.0,Binary Capital,2016,Venture Capital / Growth Equity,175000000.0,USD
36375,UBS Oncology Impact Fund,5819.0,UBS Asset Management,2016,Venture Capital / Growth Equity,471000000.0,USD
36377,Sands Capital Private Growth Fund II,17559.0,Sands Capital,2016,Venture Capital / Growth Equity,90090000.0,USD
36379,Sands Capital Private Growth Fund,17559.0,Sands Capital,2016,Venture Capital / Growth Equity,104190000.0,USD
37633,Service Evolution Fund 1,17900.0,Growth Calculus,2016,Venture Capital / Growth Equity,,
36238,Kayne NewRoad Ventures Fund II,7604.0,Kayne Anderson Capital Advisors,2016,Venture Capital / Growth Equity,90000000.0,USD
37673,SJF Ventures IV,7936.0,SJF Ventures,2016,Venture Capital / Growth Equity,125000000.0,USD
36003,Brand Fund I,17412.0,Bullish,2016,Venture Capital / Growth Equity,10000000.0,USD
36329,FirstMark Capital OF II,10645.0,FirstMark Capital,2016,Venture Capital / Growth Equity,205000000.0,USD
36001,Lightspeed Venture Partners Select II,6576.0,Lightspeed Venture Partners,2016,Venture Capital / Growth Equity,500000000.0,USD
36319,Collab + Consumer Fund,13758.0,Collaborative Fund,2016,Venture Capital / Growth Equity,10000000.0,USD
35741,Panorama Point Partners Fund II,15755.0,Panorama Point Partner,2016,Venture Capital / Growth Equity,,
37745,Chicago Ventures Fund II,12527.0,Chicago Ventures,2016,Venture Capital / Growth Equity,66000000.0,USD
37291,Long Venture Partners,17813.0,Long Venture Partners,2016,Venture Capital / Growth Equity,20000000.0,USD
37749,Closed Loop Venture,17947.0,Closed Loop Partners,2016,Venture Capital / Growth Equity,3500000.0,USD
39272,Liquidax Global Exchange Fund I,18371.0,Liquidax Capital,2016,Venture Capital / Growth Equity,,
35777,Sozo Ventures - TrueBridge Fund II,13477.0,Sozo Ventures,2016,Venture Capital / Growth Equity,134000000.0,USD
37815,Blueberry Ventures I,17981.0,Blueberry Ventures,2016,Venture Capital / Growth Equity,22000000.0,USD
35728,DFJ Venture XII,6463.0,Threshold Ventures,2016,Venture Capital / Growth Equity,350000000.0,USD
35738,Aegis of Athena Fund,14055.0,Lemnos Labs,2016,Venture Capital / Growth Equity,,
35739,The Collab + Sesame Fund,13758.0,Collaborative Fund,2016,Venture Capital / Growth Equity,10000000.0,USD
35743,Cherubic Ventures Fund III,16893.0,Cherubic Ventures,2016,Venture Capital / Growth Equity,70000000.0,USD
35748,Index Ventures VIII,1032.0,Index Ventures,2016,Venture Capital / Growth Equity,550000000.0,USD
35750,Traverse Venture Fund,17322.0,Traverse Venture Partners,2016,Venture Capital / Growth Equity,,
35753,General Catalyst Group VIII,7454.0,General Catalyst Partners,2016,Venture Capital / Growth Equity,845000000.0,USD
42141,IOG Class L Investment Vehicle I,16138.0,IOG Capital,2016,Venture Capital / Growth Equity,20000000.0,USD
35762,LUMA Capital Partners Venture Fund I,17324.0,LUMA Capital Partners,2016,Venture Capital / Growth Equity,,
37795,Prairie Crest AG Tech Fund I,17890.0,Prairie Crest Capital,2016,Venture Capital / Growth Equity,,
35794,Harmony Partners III,10317.0,Harmony Partners,2016,Venture Capital / Growth Equity,105000000.0,USD
39317,ESP Fund III,8020.0,Early Stage Partners,2016,Venture Capital / Growth Equity,,
37774,Cultivation Capital Life Sciences Fund II,14303.0,Cultivation Capital,2016,Venture Capital / Growth Equity,19180000.0,USD
42129,Indicator Carbon,16343.0,Indicator Ventures,2016,Venture Capital / Growth Equity,2000000.0,USD
35782,Benchmark Capital Partners VII - Annex,6399.0,Benchmark,2016,Venture Capital / Growth Equity,42500000.0,USD
35788,GreenOaks Capital Opportunities Fund,17328.0,GreenOaks Capital Partners,2016,Venture Capital / Growth Equity,286700000.0,USD
35792,Flyover Capital Tech Fund I,17330.0,Flyover Capital,2016,Venture Capital / Growth Equity,45770000.0,USD
35793,Rubicon Venture Capital Fund II,17331.0,Rubicon Venture Capital,2016,Venture Capital / Growth Equity,,
37783,Elaghmore I,17969.0,Elaghmore,2016,Venture Capital / Growth Equity,90000000.0,GBP
35799,Wing Two,14350.0,Wing Venture Partners,2016,Venture Capital / Growth Equity,250000000.0,USD
35807,Focus Opportunity Fund I,6492.0,Focus Ventures,2016,Venture Capital / Growth Equity,13000000.0,USD
40871,Resolute Venture Partners I,8077.0,Clayton Associates,2016,Venture Capital / Growth Equity,8810000.0,USD
35815,PCA Growth Capital Fund II,11995.0,Precision Capital,2016,Venture Capital / Growth Equity,66650000.0,USD
37765,Jubilee Technology Fund (JTF),17955.0,Jubilee Capital Management,2016,Venture Capital / Growth Equity,30000000.0,USD
33785,Array Ventures,16676.0,Array Ventures,2017,Venture Capital / Growth Equity,12800000.0,USD
33784,venBio Global Strategic Fund II,13424.0,VenBio,2017,Venture Capital / Growth Equity,337000000.0,USD
33589,Finistere Ventures II,16597.0,Finistere Ventures,2017,Venture Capital / Growth Equity,113000000.0,USD
33696,Navitas Capital II,12069.0,Navitas Capital,2017,Venture Capital / Growth Equity,60000000.0,USD
42688,SightLine Optics SPV,4152.0,SightLine Partners,2017,Venture Capital / Growth Equity,1650000.0,USD
40690,Flagship Pioneering Fund VI,6491.0,Flagship Pioneering,2017,Venture Capital / Growth Equity,618000000.0,USD
32225,SMC Growth Capital Partners II,15833.0,Spring Mountain Capital,2017,Venture Capital / Growth Equity,110960000.0,USD
36334,Pillar I,17542.0,Pillar VC,2017,Venture Capital / Growth Equity,57000000.0,USD
32131,Blumberg Capital Opportunity Fund,7233.0,Blumberg Capital,2017,Venture Capital / Growth Equity,26200000.0,USD
27826,Greensoil PropTech Ventures Fund I,13634.0,GreenSoil Investments,2017,Venture Capital / Growth Equity,59000000.0,USD
42436,AH Bio Fund II,10858.0,Andreessen Horowitz,2017,Venture Capital / Growth Equity,450000000.0,USD
42437,6 Dimensions Capital (USD Fund),18794.0,6 Dimensions Capital,2017,Venture Capital / Growth Equity,533000000.0,USD
42915,Tallwave,16164.0,Tallwave,2017,Venture Capital / Growth Equity,1400000.0,USD
49511,NorthStar Aligned Partners 1,20365.0,Aligned Climate Capital,2017,Venture Capital / Growth Equity,6250000.0,USD
42619,Women's Venture Capital Fund II,11651.0,Women's Venture Capital Fund,2017,Venture Capital / Growth Equity,,
33463,Next World Capital II,16548.0,NextWorld Capital,2017,Venture Capital / Growth Equity,134800000.0,USD
44612,Arcadian New Venture Fund,19391.0,Arcadian Capital Management,2017,Venture Capital / Growth Equity,21820000.0,USD
33458,Blumberg Capital IV,7233.0,Blumberg Capital,2017,Venture Capital / Growth Equity,206600000.0,USD
42832,Chicago Public Education Fund 5,7395.0,The Chicago Public Education Fund,2017,Venture Capital / Growth Equity,26500000.0,USD
33203,MaRS Catalyst Fund,16412.0,Amplify Capital,2017,Venture Capital / Growth Equity,5800000.0,CAD
32897,Cervin Ventures Fund III,13096.0,Cervin Ventures,2017,Venture Capital / Growth Equity,56000000.0,USD
42298,Artis Ventures XIII SPV,14888.0,Artis Ventures,2017,Venture Capital / Growth Equity,7740000.0,USD
42764,iGan Investment Fund I Extension,16793.0,iGan Partners,2017,Venture Capital / Growth Equity,25000000.0,CAD
42300,Casa Verde Capital SPV VI,16792.0,Casa Verde Capital,2017,Venture Capital / Growth Equity,485000.0,USD
35439,AutoTech Fund I,17113.0,AutoTech Ventures,2017,Venture Capital / Growth Equity,120000000.0,USD
35503,SOSV III,17218.0,SOSV,2017,Venture Capital / Growth Equity,150000000.0,USD
36630,Ranch Ventures Fund I,17636.0,Ranch Ventures,2017,Venture Capital / Growth Equity,1000000.0,USD
36289,Zetta Venture Partners II,14789.0,Zetta Venture Partners,2017,Venture Capital / Growth Equity,125000000.0,USD
36305,Illumina Innovation Fund I,17529.0,Illumina Ventures,2017,Venture Capital / Growth Equity,233000000.0,USD
44614,Ramas Energy Capital I,19243.0,Ramas Capital Management,2017,Venture Capital / Growth Equity,20340000.0,USD
29644,InnerProduct Partners Fund,14694.0,InnerProduct Partners,2017,Venture Capital / Growth Equity,12600000.0,USD
42889,Meritage Investors 3,6593.0,Meritage Funds,2017,Venture Capital / Growth Equity,3860000.0,USD
30367,SV Life Sciences Fund VI,8224.0,SV Health Investors,2017,Venture Capital / Growth Equity,400000000.0,USD
42195,Cervin Ventures Fund III-B,13096.0,Cervin Ventures,2017,Venture Capital / Growth Equity,17000000.0,USD
33824,Healthy Ventures Fund I,16690.0,Healthy Ventures,2017,Venture Capital / Growth Equity,40000000.0,USD
43389,Orthogon Partners,18563.0,Orthogon Partners,2017,Venture Capital / Growth Equity,16000000.0,USD
40720,Drum Tower Ventures I,18695.0,Drum Tower Venture,2017,Venture Capital / Growth Equity,,
35501,First Beverage Ventures II,17216.0,First Beverage Ventures,2017,Venture Capital / Growth Equity,64000000.0,USD
40638,Sonoma Brands Fund II,18686.0,Sonoma Brands,2017,Venture Capital / Growth Equity,60000000.0,USD
35316,Osage Venture Partners IV,11044.0,Osage Partners,2017,Venture Capital / Growth Equity,90000000.0,USD
35290,AccelFoods Fund II,15177.0,AF Ventures,2017,Venture Capital / Growth Equity,35000000.0,USD
35271,Amplify.LA Capital III,14534.0,Amplify.LA,2017,Venture Capital / Growth Equity,9340000.0,USD
35255,Green Visor Capital II,15501.0,Green Visor Capital,2017,Venture Capital / Growth Equity,51280000.0,USD
35237,Sequoia Capital Global Growth Fund II,6675.0,Sequoia Capital,2017,Venture Capital / Growth Equity,2000000000.0,USD
35188,HighBar Partners III,13095.0,HighBar Partners,2017,Venture Capital / Growth Equity,208000000.0,USD
35163,NewSpring Growth Capital IV,7659.0,NewSpring Capital,2017,Venture Capital / Growth Equity,280000000.0,USD
40639,ATW Fund I,18477.0,ATW Partners,2017,Venture Capital / Growth Equity,24000000.0,USD
35089,ZenShin Core Technology Fund,16989.0,ZenShin Capital,2017,Venture Capital / Growth Equity,15320000.0,USD
35065,Centana Growth Partners,16985.0,Centana Growth Partners,2017,Venture Capital / Growth Equity,250000000.0,USD
34967,Impact Ventures III,13445.0,City Light,2017,Venture Capital / Growth Equity,57400000.0,USD
43412,Aeon Partners Fund I,16781.0,The Aeon Group,2017,Venture Capital / Growth Equity,11770000.0,USD
34951,Evolution Technology Fund,16959.0,Evolution Equity Partners,2017,Venture Capital / Growth Equity,125000000.0,USD
30619,Sixth Sense India Opportunities I,15229.0,Sixth Sense Ventures,2017,Venture Capital / Growth Equity,1180000000.0,INR
30826,Builders Fund,15339.0,The Builders Fund,2017,Venture Capital / Growth Equity,30000000.0,USD
40704,Alpine Meridian Ventures II,15257.0,Alpine Meridian Ventures,2017,Venture Capital / Growth Equity,9500000.0,USD
31933,Remiges BioPharma Fund,15737.0,Remiges Ventures,2017,Venture Capital / Growth Equity,80000000.0,USD
42342,Ludlow Ventures Detroit II,18192.0,Ludlow Ventures,2017,Venture Capital / Growth Equity,45000000.0,USD
32010,SineWave Ventures Fund I,15764.0,SineWave Ventures,2017,Venture Capital / Growth Equity,54500000.0,USD
42375,GreatPoint Ventures Innovation Parallel Fund,16755.0,GreatPoint Ventures,2017,Venture Capital / Growth Equity,7500000.0,USD
42590,Real Ventures 17,15106.0,Real Ventures,2017,Venture Capital / Growth Equity,150000000.0,CAD
42527,Cantos sidecar SPVs fund,17729.0,Cantos Ventures,2017,Venture Capital / Growth Equity,5000000.0,USD
33841,Correlation Ventures II,12130.0,Correlation Ventures,2017,Venture Capital / Growth Equity,200000000.0,USD
33887,Summit Partners Growth Equity Fund IX,6693.0,Summit Partners,2017,Venture Capital / Growth Equity,3300000000.0,USD
33889,Summit Partners Venture Capital Fund IV,6693.0,Summit Partners,2017,Venture Capital / Growth Equity,730000000.0,USD
34896,500 Startups IV,11682.0,500 Global,2017,Venture Capital / Growth Equity,62240000.0,USD
34916,Cathay Capital North American-Sino Fund,5495.0,Cathay Capital Private Equity,2017,Venture Capital / Growth Equity,110000000.0,USD
42591,RVOMTL'17,15106.0,Real Ventures,2017,Venture Capital / Growth Equity,31500000.0,CAD
13684,Nauta Tech Invest IV,9101.0,Nauta Capital,2017,Venture Capital / Growth Equity,170000000.0,USD
42106,Lead Edge Partners Opportunity XVII,15336.0,Lead Edge Capital,2017,Venture Capital / Growth Equity,27260000.0,USD
36288,Serra Capital III,15150.0,Serra Ventures,2017,Venture Capital / Growth Equity,32410000.0,USD
35671,Origin Ventures IV,14254.0,Origin Ventures,2017,Venture Capital / Growth Equity,80550000.0,USD
35663,Vanedge Capital II,10924.0,Vanedge Capital,2017,Venture Capital / Growth Equity,161000000.0,CAD
35642,NSV 2016 Opportunities Fund,15752.0,New Science Ventures,2017,Venture Capital / Growth Equity,7500000.0,USD
35613,Harbert Growth Partners IV,6035.0,Harbert Management Corporation,2017,Venture Capital / Growth Equity,120000000.0,USD
36023,DCVC Opportunity Fund II,12915.0,DCVC,2017,Venture Capital / Growth Equity,144000000.0,USD
43718,Ecofuel Fund,12062.0,Cycle Capital Management,2017,Venture Capital / Growth Equity,40600000.0,CAD
35610,Coastal Ventures IV,8514.0,CEI Ventures,2017,Venture Capital / Growth Equity,10150000.0,USD
35603,Lead Edge Partners Opportunity VII,15336.0,Lead Edge Capital,2017,Venture Capital / Growth Equity,66720000.0,USD
35602,Raine Venture Partners II,11996.0,The Raine Group,2017,Venture Capital / Growth Equity,101930000.0,USD
35564,BlueCross BlueShield Venture Partners III,11425.0,The Blue Venture Fund,2017,Venture Capital / Growth Equity,240000000.0,USD
42159,Bold Capital Partners II,17059.0,Bold Capital Partners,2017,Venture Capital / Growth Equity,,
35524,Merus Capital III,8701.0,Merus Capital,2017,Venture Capital / Growth Equity,85000000.0,USD
42131,Indicator Carbon II,16343.0,Indicator Ventures,2017,Venture Capital / Growth Equity,2000000.0,USD
42130,Indicator Ventures II,16343.0,Indicator Ventures,2017,Venture Capital / Growth Equity,,
35791,BioInnovation Capital I,17329.0,Mission BioCapital,2017,Venture Capital / Growth Equity,131040000.0,USD
42119,Aristos Ventures II SPV T,14406.0,Aristos Ventures,2017,Venture Capital / Growth Equity,700000.0,USD
36022,Data Collective IV,12915.0,DCVC,2017,Venture Capital / Growth Equity,234000000.0,USD
34764,Aisling Capital IV,7769.0,Aisling Capital,2017,Venture Capital / Growth Equity,280800000.0,USD
50719,Caffeinated Capital Bosu SPV II,14250.0,Caffeinated Capital,2017,Venture Capital / Growth Equity,4310000.0,USD
35812,Goodwater Capital II,15778.0,Goodwater Capital,2017,Venture Capital / Growth Equity,250000000.0,USD
42107,Lead Edge Partners Opportunity XX,15336.0,Lead Edge Capital,2017,Venture Capital / Growth Equity,4540000.0,USD
42105,Lead Edge Partners Opportunity XVI,15336.0,Lead Edge Capital,2017,Venture Capital / Growth Equity,29560000.0,USD
42104,Lead Edge Partners Opportunity XIV,15336.0,Lead Edge Capital,2017,Venture Capital / Growth Equity,10827000.0,USD
43767,Shasta Camera Fund,7651.0,Shasta Ventures,2017,Venture Capital / Growth Equity,,
40611,West Venture Partners,18681.0,West Venture Partners,2017,Venture Capital / Growth Equity,,
44042,LSP Health Economics Fund 2 (LSP HEF 2),5723.0,Life Sciences Partners,2017,Venture Capital / Growth Equity,280000000.0,EUR
35947,Advancit Capital III,11824.0,Advancit Capital,2017,Venture Capital / Growth Equity,33300000.0,USD
35955,Pacific Lake Partners Fund Three,15130.0,Pacific Lake Partners,2017,Venture Capital / Growth Equity,155540000.0,USD
49837,JCDP-5,20161.0,Jump Capital,2017,Venture Capital / Growth Equity,100000000.0,USD
44219,Salesforce AI Innovation Fund,16021.0,Salesforce Ventures,2017,Venture Capital / Growth Equity,50000000.0,USD
44220,Salesforce Platform Fund,16021.0,Salesforce Ventures,2017,Venture Capital / Growth Equity,100000000.0,USD
40607,Frontier Fund V,16269.0,Frontier Growth,2017,Venture Capital / Growth Equity,700000000.0,USD
35702,RPM Ventures III,10880.0,RPM Ventures,2017,Venture Capital / Growth Equity,74350000.0,USD
40631,Withinlink American Startup Fund II,18685.0,Withinlink,2017,Venture Capital / Growth Equity,,
42145,IOG Class S Investment Vehicle I,16138.0,IOG Capital,2017,Venture Capital / Growth Equity,25000000.0,USD
44947,SeventySix Capital Fund I,18754.0,SeventySix Capital,2017,Venture Capital / Growth Equity,10550000.0,USD
36623,NRV Early-Stage Growth Fund,17633.0,NRV,2017,Venture Capital / Growth Equity,33000000.0,USD
44871,WestRiver CPIV Investment Fund,19242.0,WestRiver Group,2017,Venture Capital / Growth Equity,6250000.0,USD
