,fund_id,fund_name,fm_id,strategy,sector,region,country,target_fund_size_amt,target_fund_size_currency,fund_size_amt,fund_currency,status,stage,vintage_year,open_date
3542,57057,RCG Equity Fund II,16779,Buyout / Corporate Private Equity,Diversified,North America,,,,31600000.0,USD,Currently Investing,1st Close,2021,2021-6
3543,57060,Maven Ventures Opportunity Fund I,13730,Venture Capital / Growth Equity,TMT,North America,,35000000.0,USD,,,Launched,,2021,2021-6
3544,57061,J Zac Stein Fund III,19319,Venture Capital / Growth Equity,TMT,North America,United States,,,,,Launched,,2021,2021-6
3545,57062,Sean Marshall Fund III,19319,Venture Capital / Growth Equity,TMT,North America,United States,,,,,Launched,,2021,2021-6
3546,57063,Mike Heller Fund III,19319,Venture Capital / Growth Equity,TMT,North America,United States,,,,,Launched,,2021,2021-6
3547,57064,New Markets Education Partners III,7775,Venture Capital / Growth Equity,Business Services,North America,United States,200000000.0,USD,,,Launched,,2021,2021-6
3548,57064,New Markets Education Partners III,7775,Venture Capital / Growth Equity,TMT,North America,United States,200000000.0,USD,,,Launched,,2021,2021-6
3549,57064,New Markets Education Partners III,7775,Venture Capital / Growth Equity,Other,North America,United States,200000000.0,USD,,,Launched,,2021,2021-6
3550,57065,Reach Opportunity I,16848,Venture Capital / Growth Equity,TMT,North America,United States,50000000.0,USD,,,Launched,,2021,2021-6
3551,57066,Arcadian II,19391,Venture Capital / Growth Equity,Consumer Goods,North America,United States,100000000.0,USD,,,Launched,,2021,2021-6
3552,57067,Goat Rodeo Capital Fund II,20021,Venture Capital / Growth Equity,Consumer Goods,North America,,20000000.0,USD,,,Launched,,2021,2021-6
3553,57070,Signaturit Co-Invest,21967,Fund of Funds / Co-Investment,TMT,North America,,,,,,Launched,,2021,2021-7
3554,57072,TrueBridge Capital Partners Fund VII,3122,Fund of Funds / Co-Investment,TMT,North America,,625000000.0,USD,,,Launched,,2021,2021-5
3555,57076,Athyrium Opportunities Fund IV (AOF IV),16877,Mezzanine / Debt,Biotech / Life Science,Asia-Pacific,Australia,,,,,Launched,,2021,2021-6
3556,57076,Athyrium Opportunities Fund IV (AOF IV),16877,Mezzanine / Debt,Biotech / Life Science,North America,Australia,,,,,Launched,,2021,2021-6
3557,57076,Athyrium Opportunities Fund IV (AOF IV),16877,Mezzanine / Debt,Biotech / Life Science,Western Europe,Australia,,,,,Launched,,2021,2021-6
3558,57076,Athyrium Opportunities Fund IV (AOF IV),16877,Mezzanine / Debt,Healthcare,Asia-Pacific,Australia,,,,,Launched,,2021,2021-6
3559,57076,Athyrium Opportunities Fund IV (AOF IV),16877,Mezzanine / Debt,Healthcare,North America,Australia,,,,,Launched,,2021,2021-6
3560,57076,Athyrium Opportunities Fund IV (AOF IV),16877,Mezzanine / Debt,Healthcare,Western Europe,Australia,,,,,Launched,,2021,2021-6
3561,57077,Top Tier Venture Velocity Fund IV,11447,Secondaries,Diversified,North America,,400000000.0,USD,,,Launched,,2021,2021-6
3562,57077,Top Tier Venture Velocity Fund IV,11447,Secondaries,Diversified,Western Europe,,400000000.0,USD,,,Launched,,2021,2021-6
3563,57079,Blisce II,22267,Venture Capital / Growth Equity,Diversified,North America,,350000000.0,USD,150000000.0,USD,Currently Investing,1st Close,2021,2021-0
3564,57079,Blisce II,22267,Venture Capital / Growth Equity,Diversified,Western Europe,,350000000.0,USD,150000000.0,USD,Currently Investing,1st Close,2021,2021-0
3565,57082,CAZ Disruptive Technology Fund - KV Portfolio,9345,Fund of Funds / Co-Investment,Diversified,North America,United States,,,24440000.0,USD,Launched,,2021,2021-7
3566,57085,WMC Director Fund I,20325,Venture Capital / Growth Equity,Diversified,North America,United States,,,6550000.0,USD,Currently Investing,,2021,2021-7
3567,57087,Clarion CLO Opportunity Fund II,14002,Mezzanine / Debt,Financial Services,North America,United States,,,,,Launched,,2021,2021-5
3568,57087,Clarion CLO Opportunity Fund II,14002,Mezzanine / Debt,Consumer Goods,North America,United States,,,,,Launched,,2021,2021-5
3569,57087,Clarion CLO Opportunity Fund II,14002,Mezzanine / Debt,Healthcare,North America,United States,,,,,Launched,,2021,2021-5
3570,57087,Clarion CLO Opportunity Fund II,14002,Mezzanine / Debt,Business Services,North America,United States,,,,,Launched,,2021,2021-5
3571,57087,Clarion CLO Opportunity Fund II,14002,Mezzanine / Debt,TMT,North America,United States,,,,,Launched,,2021,2021-5
3572,57090,PSG Jobcase Co-Invest III,21967,Fund of Funds / Co-Investment,TMT,North America,,,,,,Launched,,2021,2021-4
3573,57091,OHA CLO Enhanced Equity Fund II,12574,Mezzanine / Debt,Diversified,North America,,,,,,Launched,,2021,2021-5
3574,57092,GPI Capital Equity Opportunities Fund II,18678,Venture Capital / Growth Equity,Diversified,North America,,750000000.0,USD,,,Launched,,2021,2021-5
3575,57094,Owl Ventures Partnership Holdings III,15784,Venture Capital / Growth Equity,TMT,North America,,20000000.0,USD,,,Launched,,2021,2021-4
3576,57094,Owl Ventures Partnership Holdings III,15784,Venture Capital / Growth Equity,Other,North America,,20000000.0,USD,,,Launched,,2021,2021-4
3577,57095,Deciens Chipper Cash SPV IV,19565,Venture Capital / Growth Equity,Financial Services,North America,United States,,,26430000.0,USD,Launched,,2021,2021-5
3578,57095,Deciens Chipper Cash SPV IV,19565,Venture Capital / Growth Equity,TMT,North America,United States,,,26430000.0,USD,Launched,,2021,2021-5
3579,57096,ONEVC Fund II,19954,Venture Capital / Growth Equity,Diversified,North America,United States,50000000.0,USD,,,Launched,,2021,2021-5
3580,57097,NO26 Fund III,19319,Venture Capital / Growth Equity,TMT,North America,United States,,,,,Launched,,2021,2021-5
3581,57098,Montage Ventures Fund III,14771,Venture Capital / Growth Equity,Financial Services,North America,United States,100000000.0,USD,,,Launched,,2021,2021-5
3582,57098,Montage Ventures Fund III,14771,Venture Capital / Growth Equity,Consumer Goods,North America,United States,100000000.0,USD,,,Launched,,2021,2021-5
3583,57098,Montage Ventures Fund III,14771,Venture Capital / Growth Equity,Healthcare,North America,United States,100000000.0,USD,,,Launched,,2021,2021-5
3584,57098,Montage Ventures Fund III,14771,Venture Capital / Growth Equity,TMT,North America,United States,100000000.0,USD,,,Launched,,2021,2021-5
3585,57099,K2 Partners V,17779,Venture Capital / Growth Equity,TMT,North America,United States,250000000.0,USD,,,Launched,,2021,2021-5
3586,57101,1confirmation Fund III,18669,Venture Capital / Growth Equity,TMT,North America,United States,125000000.0,USD,,,Launched,,2021,2021-5
3587,57104,C2V Capital Partners II,20185,Venture Capital / Growth Equity,Consumer Goods,North America,United States,25000000.0,USD,,,Launched,,2021,2021-5
3588,57104,C2V Capital Partners II,20185,Venture Capital / Growth Equity,TMT,North America,United States,25000000.0,USD,,,Launched,,2021,2021-5
3589,57105,NB Specialty Finance Fund II,1801,Mezzanine / Debt,Consumer Goods,North America,,,,,,Launched,,2021,2021-4
3590,57105,NB Specialty Finance Fund II,1801,Mezzanine / Debt,Diversified,North America,,,,,,Launched,,2021,2021-4
3591,57119,Moxxie Ventures CC,20426,Venture Capital / Growth Equity,TMT,North America,,2500000.0,USD,,,Launched,,2021,2021-6
3592,57120,Obvious SPV I,15762,Venture Capital / Growth Equity,Diversified,North America,,30000000.0,USD,,,Launched,,2020,2020-10
3593,57125,Crosstimbers Ventures II,18443,Venture Capital / Growth Equity,Diversified,North America,United States,,,3100000.0,USD,Launched,,2021,2021-3
3594,57131,Chapford Credit Opportunities Fund,20843,Mezzanine / Debt,Financial Services,North America,United States,,,4600000.0,USD,Currently Investing,1st Close,2021,2021-6
3595,57144,West Monroe Capital Fund II,20325,Venture Capital / Growth Equity,Diversified,North America,United States,35000000.0,USD,26800000.0,USD,Currently Investing,,2021,2021-8
3596,57147,Redpoint Omega IV,6656,Venture Capital / Growth Equity,Energy / Oil & Gas,Western Europe,,725000000.0,USD,,,Launched,,2021,2021-3
3597,57147,Redpoint Omega IV,6656,Venture Capital / Growth Equity,Energy / Oil & Gas,North America,,725000000.0,USD,,,Launched,,2021,2021-3
3598,57147,Redpoint Omega IV,6656,Venture Capital / Growth Equity,Energy / Oil & Gas,Asia-Pacific,,725000000.0,USD,,,Launched,,2021,2021-3
3599,57147,Redpoint Omega IV,6656,Venture Capital / Growth Equity,TMT,Western Europe,,725000000.0,USD,,,Launched,,2021,2021-3
3600,57147,Redpoint Omega IV,6656,Venture Capital / Growth Equity,TMT,North America,,725000000.0,USD,,,Launched,,2021,2021-3
3601,57147,Redpoint Omega IV,6656,Venture Capital / Growth Equity,TMT,Asia-Pacific,,725000000.0,USD,,,Launched,,2021,2021-3
3602,57148,JAM FINTOP Banktech,10954,Venture Capital / Growth Equity,Financial Services,North America,United States,150000000.0,USD,,,Launched,,2021,2021-3
3603,57148,JAM FINTOP Banktech,10954,Venture Capital / Growth Equity,TMT,North America,United States,150000000.0,USD,,,Launched,,2021,2021-3
3604,57150,Inspiration DP 2021-D,15816,Venture Capital / Growth Equity,Healthcare,North America,United States,15000000.0,USD,,,Launched,,2021,2021-4
3605,57150,Inspiration DP 2021-D,15816,Venture Capital / Growth Equity,TMT,North America,United States,15000000.0,USD,,,Launched,,2021,2021-4
3606,57151,Caffeinated Capital Loft SPV,14250,Venture Capital / Growth Equity,Financial Services,North America,United States,30000000.0,USD,,,Launched,,2021,2021-4
3607,57151,Caffeinated Capital Loft SPV,14250,Venture Capital / Growth Equity,Healthcare,North America,United States,30000000.0,USD,,,Launched,,2021,2021-4
3608,57151,Caffeinated Capital Loft SPV,14250,Venture Capital / Growth Equity,TMT,North America,United States,30000000.0,USD,,,Launched,,2021,2021-4
3609,57153,Linse Capital Fund I,17906,Venture Capital / Growth Equity,TMT,North America,United States,600000000.0,USD,551000000.0,USD,Currently Investing,1st Close,2021,2021-4
3610,57160,"Practical VC - Flash 2A, LP/ California",21519,Secondaries,Diversified,North America,United States,,,,,Launched,,2021,2021-4
3611,57161,8VC PAIC SPV,17030,Venture Capital / Growth Equity,TMT,North America,United States,,,,,Launched,,2021,2021-4
3612,57164,Artist Growth Opportunity II,19821,Venture Capital / Growth Equity,TMT,North America,United States,10000000.0,USD,,,Launched,,2021,2021-4
3613,57165,Practical VC - Flash 2B,21519,Secondaries,Diversified,North America,United States,,,,,Launched,,2021,2021-4
3614,57166,Pivotal bioVenture Partners Fund II,18313,Venture Capital / Growth Equity,Biotech / Life Science,Western Europe,,,,,,Launched,,2021,2021-4
3615,57166,Pivotal bioVenture Partners Fund II,18313,Venture Capital / Growth Equity,Biotech / Life Science,North America,,,,,,Launched,,2021,2021-4
3616,57166,Pivotal bioVenture Partners Fund II,18313,Venture Capital / Growth Equity,Biotech / Life Science,Central/Eastern Europe,,,,,,Launched,,2021,2021-4
3617,57167,Pivotal bioVenture Partners CNS Fund I,18313,Venture Capital / Growth Equity,Biotech / Life Science,Western Europe,,,,1150000.0,USD,Launched,,2021,2021-4
3618,57167,Pivotal bioVenture Partners CNS Fund I,18313,Venture Capital / Growth Equity,Biotech / Life Science,Central/Eastern Europe,,,,1150000.0,USD,Launched,,2021,2021-4
3619,57167,Pivotal bioVenture Partners CNS Fund I,18313,Venture Capital / Growth Equity,Biotech / Life Science,North America,,,,1150000.0,USD,Launched,,2021,2021-4
3620,57172,Bridge Growth Partners II,14317,Buyout / Corporate Private Equity,TMT,North America,United States,,,,,Launched,,2021,2021-3
3621,57176,Two Sigma Impact Fund,19359,Venture Capital / Growth Equity,TMT,North America,United States,,,,,Launched,,2021,2021-4
3622,57177,PSG Singlewire Co-Invest,21967,Fund of Funds / Co-Investment,TMT,North America,,,,,,Launched,,2021,2021-3
3623,57179,GA Continuity Fund I,5471,Venture Capital / Growth Equity,Diversified,North America,,,,330000000.0,USD,Launched,,2021,2021-4
3624,57182,Valor M33 V,9120,Venture Capital / Growth Equity,Diversified,North America,United States,,,,,Launched,,2021,2021-4
3625,57183,Castlelake Consumer Receivables Opportunity I,10995,Mezzanine / Debt,Consumer Goods,North America,,,,,,Launched,,2021,2021-4
3626,57185,Summit Partners Co-Invest (Riggins),6693,Fund of Funds / Co-Investment,Diversified,North America,,,,,,Launched,,2021,2021-4
3627,57187,STG Bravo,12440,Buyout / Corporate Private Equity,TMT,North America,United States,,,,,Launched,,2021,2021-4
3628,57194,BB Holdings TO SP,15736,Venture Capital / Growth Equity,Diversified,North America,,,,26070000.0,USD,Launched,,2021,2021-7
3629,57195,Cresta Highline Co-Invest Fund I,19339,Fund of Funds / Co-Investment,Energy / Oil & Gas,North America,United States,50000000.0,USD,,,Launched,,2021,2021-7
3630,57202,CAA-PPFA Equity Opportunities Fund I,19074,Buyout / Corporate Private Equity,Diversified,North America,United States,,,50250000.0,USD,Currently Investing,1st Close,2021,2021-7
3631,57203,PVP Seed Fund,16854,Venture Capital / Growth Equity,Diversified,North America,United States,25000000.0,USD,10150000.0,USD,Launched,,2021,2021-2
3632,57207,Bechtun 3.0,19632,Buyout / Corporate Private Equity,Diversified,North America,United States,,,,,Launched,,2021,2021-4
3633,57208,GSP 3 CC AC,19632,Buyout / Corporate Private Equity,Diversified,North America,United States,,,,,Launched,,2021,2021-4
3634,57209,GSP 3 FT AC,19632,Buyout / Corporate Private Equity,Diversified,North America,United States,,,,,Launched,,2021,2021-4
3635,57210,Global Subnational Climate Fund,5589,Buyout / Corporate Private Equity,Clean Tech / Renewable,North America,,,,,,Launched,,2021,2021-4
3636,57212,Martis Partners III ShareMD Co-Invest,17334,Fund of Funds / Co-Investment,Healthcare,North America,United States,50000000.0,USD,,,Launched,,2021,2021-4
3637,57213,Practical VC - Captain Universe 1A,21519,Secondaries,Diversified,North America,United States,,,,,Launched,,2021,2021-4
3638,57214,BBR Real Assets Fund VII,3230,Fund of Funds / Co-Investment,Diversified,North America,United States,,,133090000.0,USD,Launched,,2021,2021-4
3639,57215,BBR Private Investment Fund Series L,3230,Fund of Funds / Co-Investment,Diversified,North America,United States,,,183750000.0,USD,Launched,,2021,2021-4
3640,57218,Riata AEG SPV,16779,Buyout / Corporate Private Equity,Healthcare,North America,United States,,,,,Launched,,2021,2021-4
3641,57218,Riata AEG SPV,16779,Buyout / Corporate Private Equity,Business Services,North America,United States,,,,,Launched,,2021,2021-4
3642,57219,Atlas Investment Holdings,8706,Buyout / Corporate Private Equity,Diversified,North America,,,,,,Launched,,2021,2021-4
3643,57224,FF Adventures SPV XVIII,18477,Venture Capital / Growth Equity,TMT,North America,,,,80000000.0,USD,Currently Investing,1st Close,2021,2021-6
3644,57224,FF Adventures SPV XVIII,18477,Venture Capital / Growth Equity,TMT,Latin America,,,,80000000.0,USD,Currently Investing,1st Close,2021,2021-6
3645,57233,Kingfish Co-Investment,17661,Fund of Funds / Co-Investment,Diversified,North America,,,,,,Launched,,2020,2020-12
3646,57234,True Equity I,22275,Venture Capital / Growth Equity,Diversified,North America,United States,,,,,Launched,,2020,2020-12
3647,57236,Darwin Venture Capital Fund-of-Funds VI,1721,Venture Capital / Growth Equity,Consumer Goods,North America,United States,100000000.0,USD,,,Launched,,2021,2021-3
3648,57236,Darwin Venture Capital Fund-of-Funds VI,1721,Venture Capital / Growth Equity,TMT,North America,United States,100000000.0,USD,,,Launched,,2021,2021-3
3649,57236,Darwin Venture Capital Fund-of-Funds VI,1721,Venture Capital / Growth Equity,Diversified,North America,United States,100000000.0,USD,,,Launched,,2021,2021-3
3650,57237,VEPF VII Co-Invest 2,8411,Fund of Funds / Co-Investment,TMT,Western Europe,,,,,,Launched,,2021,2021-3
3651,57237,VEPF VII Co-Invest 2,8411,Fund of Funds / Co-Investment,TMT,North America,,,,,,Launched,,2021,2021-3
3652,57238,SignalFire Opportunities Fund,16997,Venture Capital / Growth Equity,TMT,North America,,,,,,Launched,,2021,2021-3
3653,57241,Pin Oak Targeted Strategies Master,20301,Buyout / Corporate Private Equity,Diversified,North America,,,,,,Launched,,2021,2021-3
3654,57249,RB Rouge Co-Invest,16182,Fund of Funds / Co-Investment,Diversified,North America,,,,,,Launched,,2021,2021-3
3655,57250,BSP Plutus Funding,6650,Mezzanine / Debt,Diversified,North America,,,,,,Launched,,2021,2021-3
3656,57259,Medalist Partners Asset-Based Opportunity Fund III,20370,Mezzanine / Debt,Manufacturing,North America,,500000000.0,USD,,,Launched,,2021,2021-8
3657,57259,Medalist Partners Asset-Based Opportunity Fund III,20370,Mezzanine / Debt,Business Services,North America,,500000000.0,USD,,,Launched,,2021,2021-8
3658,57259,Medalist Partners Asset-Based Opportunity Fund III,20370,Mezzanine / Debt,Other,North America,,500000000.0,USD,,,Launched,,2021,2021-8
3659,57261,March Capital Opportunity Fund IV,15748,Venture Capital / Growth Equity,TMT,Middle East/Africa,,,,11580000.0,USD,Launched,,2021,2021-3
3660,57261,March Capital Opportunity Fund IV,15748,Venture Capital / Growth Equity,TMT,Asia-Pacific,,,,11580000.0,USD,Launched,,2021,2021-3
3661,57261,March Capital Opportunity Fund IV,15748,Venture Capital / Growth Equity,TMT,Western Europe,,,,11580000.0,USD,Launched,,2021,2021-3
3662,57261,March Capital Opportunity Fund IV,15748,Venture Capital / Growth Equity,TMT,Latin America,,,,11580000.0,USD,Launched,,2021,2021-3
3663,57261,March Capital Opportunity Fund IV,15748,Venture Capital / Growth Equity,TMT,Central/Eastern Europe,,,,11580000.0,USD,Launched,,2021,2021-3
3664,57261,March Capital Opportunity Fund IV,15748,Venture Capital / Growth Equity,TMT,North America,,,,11580000.0,USD,Launched,,2021,2021-3
3665,57265,HighPost Capital Fund I,22276,Buyout / Corporate Private Equity,Consumer Goods,Asia-Pacific,United States,500000000.0,USD,,,Launched,,2021,2021-3
3666,57265,HighPost Capital Fund I,22276,Buyout / Corporate Private Equity,Consumer Goods,North America,United States,500000000.0,USD,,,Launched,,2021,2021-3
3667,57265,HighPost Capital Fund I,22276,Buyout / Corporate Private Equity,Consumer Goods,Latin America,United States,500000000.0,USD,,,Launched,,2021,2021-3
3668,57265,HighPost Capital Fund I,22276,Buyout / Corporate Private Equity,Consumer Goods,Central/Eastern Europe,United States,500000000.0,USD,,,Launched,,2021,2021-3
3669,57265,HighPost Capital Fund I,22276,Buyout / Corporate Private Equity,Consumer Goods,Middle East/Africa,United States,500000000.0,USD,,,Launched,,2021,2021-3
3670,57265,HighPost Capital Fund I,22276,Buyout / Corporate Private Equity,Consumer Goods,Western Europe,United States,500000000.0,USD,,,Launched,,2021,2021-3
3671,57267,Distributed Global Ventures T2,19745,Venture Capital / Growth Equity,Financial Services,North America,United States,,,40000000.0,USD,Launched,,2021,2021-7
3672,57267,Distributed Global Ventures T2,19745,Venture Capital / Growth Equity,TMT,North America,United States,,,40000000.0,USD,Launched,,2021,2021-7
3673,57272,Eastward Capital Partners IX,11885,Mezzanine / Debt,Healthcare,North America,United States,150000000.0,USD,81440000.0,USD,Currently Investing,1st Close,2021,2021-6
3674,57272,Eastward Capital Partners IX,11885,Mezzanine / Debt,TMT,North America,United States,150000000.0,USD,81440000.0,USD,Currently Investing,1st Close,2021,2021-6
3675,57273,XCap CH Vehicle,18938,Venture Capital / Growth Equity,Diversified,North America,United States,14750000.0,USD,,,Launched,,2019,2019-8
3676,57303,Apollo Origination Partnership,8096,Mezzanine / Debt,Diversified,North America,,3000000000.0,USD,1800000000.0,USD,Currently Investing,1st Close,2021,2021-4
3677,57303,Apollo Origination Partnership,8096,Mezzanine / Debt,Diversified,Western Europe,,3000000000.0,USD,1800000000.0,USD,Currently Investing,1st Close,2021,2021-4
3678,57303,Apollo Origination Partnership,8096,Mezzanine / Debt,Diversified,Middle East/Africa,,3000000000.0,USD,1800000000.0,USD,Currently Investing,1st Close,2021,2021-4
3679,57303,Apollo Origination Partnership,8096,Mezzanine / Debt,Diversified,Latin America,,3000000000.0,USD,1800000000.0,USD,Currently Investing,1st Close,2021,2021-4
3680,57303,Apollo Origination Partnership,8096,Mezzanine / Debt,Diversified,Central/Eastern Europe,,3000000000.0,USD,1800000000.0,USD,Currently Investing,1st Close,2021,2021-4
3681,57303,Apollo Origination Partnership,8096,Mezzanine / Debt,Diversified,Asia-Pacific,,3000000000.0,USD,1800000000.0,USD,Currently Investing,1st Close,2021,2021-4
3682,57309,Greenoaks Capital Opportunities Partnership,17328,Venture Capital / Growth Equity,TMT,North America,,,,34100000.0,USD,Launched,,2020,2020-7
3683,57314,SP Slack Mountain II,20759,Venture Capital / Growth Equity,Diversified,North America,,,,2660000.0,USD,Currently Investing,1st Close,2021,2021-7
3684,57315,BlueArc Global Private Credit Fund II,17646,Mezzanine / Debt,Manufacturing,North America,United States,,,2000000.0,USD,Launched,,2021,2021-3
3685,57315,BlueArc Global Private Credit Fund II,17646,Mezzanine / Debt,Business Services,North America,United States,,,2000000.0,USD,Launched,,2021,2021-3
3686,57315,BlueArc Global Private Credit Fund II,17646,Mezzanine / Debt,Other,North America,United States,,,2000000.0,USD,Launched,,2021,2021-3
3687,57317,GP Interests Portfolio 2021,15736,Venture Capital / Growth Equity,TMT,North America,,,,12460000.0,USD,Launched,,2021,2021-4
3688,57317,GP Interests Portfolio 2021,15736,Venture Capital / Growth Equity,Diversified,North America,,,,12460000.0,USD,Launched,,2021,2021-4
3689,57318,Fifth Down Fund of Funds I,21771,Fund of Funds / Co-Investment,Consumer Goods,North America,United States,,,11780000.0,USD,Launched,,2021,2021-3
3690,57318,Fifth Down Fund of Funds I,21771,Fund of Funds / Co-Investment,TMT,North America,United States,,,11780000.0,USD,Launched,,2021,2021-3
3691,57322,Columbia Spectrum Partners V,6443,Venture Capital / Growth Equity,TMT,North America,,1750000000.0,USD,,,Launched,,2021,2021-7
3692,57323,Metalmark Capital Partners Cayman III,7629,Buyout / Corporate Private Equity,Diversified,North America,,,,,,Launched,,2019,2019-0
3693,57350,Everside Overflow Direct Fund,19690,Buyout / Corporate Private Equity,Diversified,North America,United States,,,86080000.0,USD,Currently Investing,1st Close,2021,2021-7
3694,57352,Middlefield Road Private Opportunities Fund,6693,Mezzanine / Debt,Diversified,North America,,,,,,Launched,,2021,2021-7
3695,57354,10Talents Private Fund XI,18301,Fund of Funds / Co-Investment,Diversified,North America,United States,,,,,Launched,,2021,2021-7
3696,57356,Antler U.S. Fund I,21568,Venture Capital / Growth Equity,TMT,North America,United States,,,34980000.0,USD,Launched,,2021,2021-6
3697,57357,Vertex Ventures US Fund III,21294,Venture Capital / Growth Equity,TMT,North America,United States,200000000.0,USD,,,Launched,,2021,2021-7
3698,57358,Princeville Global III Co-Investment,18300,Fund of Funds / Co-Investment,TMT,North America,,,,98200000.0,USD,Launched,,2021,2021-7
3699,57360,Okapi Ventures IV,8648,Venture Capital / Growth Equity,Biotech / Life Science,North America,,,,33000000.0,USD,Currently Investing,1st Close,2020,2020-0
3700,57360,Okapi Ventures IV,8648,Venture Capital / Growth Equity,Healthcare,North America,,,,33000000.0,USD,Currently Investing,1st Close,2020,2020-0
3701,57360,Okapi Ventures IV,8648,Venture Capital / Growth Equity,TMT,North America,,,,33000000.0,USD,Currently Investing,1st Close,2020,2020-0
3702,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Energy / Oil & Gas,Middle East/Africa,,170000000.0,USD,,,Launched,,2021,2021-7
3703,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Energy / Oil & Gas,Asia-Pacific,,170000000.0,USD,,,Launched,,2021,2021-7
3704,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Energy / Oil & Gas,Latin America,,170000000.0,USD,,,Launched,,2021,2021-7
3705,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Energy / Oil & Gas,Western Europe,,170000000.0,USD,,,Launched,,2021,2021-7
3706,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Energy / Oil & Gas,Central/Eastern Europe,,170000000.0,USD,,,Launched,,2021,2021-7
3707,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Energy / Oil & Gas,North America,,170000000.0,USD,,,Launched,,2021,2021-7
3708,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Diversified,Middle East/Africa,,170000000.0,USD,,,Launched,,2021,2021-7
3709,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Diversified,Asia-Pacific,,170000000.0,USD,,,Launched,,2021,2021-7
3710,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Diversified,Latin America,,170000000.0,USD,,,Launched,,2021,2021-7
3711,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Diversified,Western Europe,,170000000.0,USD,,,Launched,,2021,2021-7
3712,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Diversified,Central/Eastern Europe,,170000000.0,USD,,,Launched,,2021,2021-7
3713,57361,Pomona Partners Holdings VIII Co-Investment,6644,Fund of Funds / Co-Investment,Diversified,North America,,170000000.0,USD,,,Launched,,2021,2021-7
3714,57362,Okapi Ventures Opportunity Fund I,8648,Venture Capital / Growth Equity,Biotech / Life Science,North America,,,,15500000.0,USD,Currently Investing,1st Close,2021,2021-0
3715,57362,Okapi Ventures Opportunity Fund I,8648,Venture Capital / Growth Equity,Healthcare,North America,,,,15500000.0,USD,Currently Investing,1st Close,2021,2021-0
3716,57362,Okapi Ventures Opportunity Fund I,8648,Venture Capital / Growth Equity,TMT,North America,,,,15500000.0,USD,Currently Investing,1st Close,2021,2021-0
3717,57365,Sutra Ventures Social Vision Fund,22278,Venture Capital / Growth Equity,TMT,North America,,10000000.0,USD,1500000.0,USD,Currently Investing,1st Close,2021,2021-7
3718,57365,Sutra Ventures Social Vision Fund,22278,Venture Capital / Growth Equity,TMT,Middle East/Africa,,10000000.0,USD,1500000.0,USD,Currently Investing,1st Close,2021,2021-7
3719,57365,Sutra Ventures Social Vision Fund,22278,Venture Capital / Growth Equity,Diversified,North America,,10000000.0,USD,1500000.0,USD,Currently Investing,1st Close,2021,2021-7
3720,57365,Sutra Ventures Social Vision Fund,22278,Venture Capital / Growth Equity,Diversified,Middle East/Africa,,10000000.0,USD,1500000.0,USD,Currently Investing,1st Close,2021,2021-7
3721,57368,KRC Fund 2,19557,Venture Capital / Growth Equity,Financial Services,Asia-Pacific,Australia,110000000.0,USD,95000000.0,USD,Currently Investing,1st Close,2021,2021-7
3722,57368,KRC Fund 2,19557,Venture Capital / Growth Equity,Financial Services,Asia-Pacific,United States,110000000.0,USD,95000000.0,USD,Currently Investing,1st Close,2021,2021-7
3723,57368,KRC Fund 2,19557,Venture Capital / Growth Equity,Financial Services,North America,Australia,110000000.0,USD,95000000.0,USD,Currently Investing,1st Close,2021,2021-7
3724,57368,KRC Fund 2,19557,Venture Capital / Growth Equity,Financial Services,North America,United States,110000000.0,USD,95000000.0,USD,Currently Investing,1st Close,2021,2021-7
3725,57368,KRC Fund 2,19557,Venture Capital / Growth Equity,TMT,Asia-Pacific,Australia,110000000.0,USD,95000000.0,USD,Currently Investing,1st Close,2021,2021-7
3726,57368,KRC Fund 2,19557,Venture Capital / Growth Equity,TMT,Asia-Pacific,United States,110000000.0,USD,95000000.0,USD,Currently Investing,1st Close,2021,2021-7
3727,57368,KRC Fund 2,19557,Venture Capital / Growth Equity,TMT,North America,Australia,110000000.0,USD,95000000.0,USD,Currently Investing,1st Close,2021,2021-7
3728,57368,KRC Fund 2,19557,Venture Capital / Growth Equity,TMT,North America,United States,110000000.0,USD,95000000.0,USD,Currently Investing,1st Close,2021,2021-7
3729,57369,Performance Venture Capital V,2043,Fund of Funds / Co-Investment,TMT,North America,,,,131300000.0,USD,Currently Investing,2nd Close,2021,2021-3
3730,57369,Performance Venture Capital V,2043,Fund of Funds / Co-Investment,TMT,Western Europe,,,,131300000.0,USD,Currently Investing,2nd Close,2021,2021-3
