ID,Name,FundManager,FundManagerID,Strategy,Region,Sector,VintageYear,YearOpened,MonthsOpened,TargetSize,Currency
55601,EIP Elevate Diversity Impact Fund I,Energy Impact Partners,17015,Venture Capital / Growth Equity,North America,Energy / Oil & Gas,2021,2021,3,150000000.0,USD
55602,Panoramic Venture Fund 5,Panoramic Ventures,18351,Venture Capital / Growth Equity,North America,Healthcare / TMT,2021,2021,3,300000000.0,USD
55606,Corrum Capital Co-Invest 1,Corrum Capital Management,16426,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,3,,
55608,Counterpoint Ventures Fund,Morgan Stanley Alternative Investment Partners,8032,Venture Capital / Growth Equity,North America,Biotech / Life Science,2020,2020,3,,
55610,Private Equity Co-Investment Opportunities Fund II,Morgan Stanley Alternative Investment Partners,8032,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,4,,
55614,Thompson Street Capital Partners VI,Thompson Street Capital Partners,7190,Buyout / Corporate Private Equity,North America,Business Services / Diversified,2021,2021,4,1500000000.0,USD
55616,Topspin Associates III,Topspin Consumer Partners,8011,Buyout / Corporate Private Equity,North America,Diversified,2019,2019,9,,
55618,Marblegate Partners Fund II,Marblegate Asset Management,17759,Mezzanine / Debt,North America,Diversified,2021,2021,4,,
55623,Stray Dog Capital Fund III,Stray Dog Capital,19228,Venture Capital / Growth Equity,North America / Western Europe / Latin America / Middle East/Africa / Asia-Pacific / Central/Eastern Europe,Other / Agribusiness,2021,2021,6,100000000.0,USD
55631,XYZ Venture Capital Fund III,XYZ Ventures,18305,Venture Capital / Growth Equity,North America,TMT,2021,2021,3,,
55632,XYZ Venture Capital Go Faster Fund I,XYZ Ventures,18305,Venture Capital / Growth Equity,North America,TMT,2021,2021,3,,
55641,Obvious Growth I,Obvious Ventures,15762,Venture Capital / Growth Equity,North America,Diversified,2021,2021,1,75000000.0,USD
55644,Gallatin Point Capital Partners II,Gallatin Point Capital,19274,Mezzanine / Debt,North America,Financial Services,2021,2021,1,,
55650,ZVC 1 Investment Partnership,YJ Capital,13033,Venture Capital / Growth Equity,North America / Asia-Pacific,Healthcare / Business Services / TMT,2021,2021,4,30000000000.0,JPY
55651,Energy Ventures VI,EV Private Equity,6780,Venture Capital / Growth Equity,North America / Western Europe,Energy / Oil & Gas,2021,2021,4,350000000.0,USD
55653,Access Venture Partners V,Access Venture Partners,12300,Venture Capital / Growth Equity,North America,TMT,2020,2020,12,70000000.0,USD
55664,Tri Valley Ventures II,Tri Valley Ventures,18518,Venture Capital / Growth Equity,North America,Financial Services / Healthcare / TMT,2021,2021,3,,
55668,Corrum Capital Aviation Opportunities IV,Corrum Capital Management,16426,Buyout / Corporate Private Equity,North America,Transport,2021,2020,1,,
55669,SHARB Investors,Waterfall Asset Management,19136,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,11,,
55670,Coastal Ventures V,CEI Ventures,8514,Venture Capital / Growth Equity,North America,Biotech / Life Science / Consumer Goods / Healthcare / TMT,2020,2020,0,25000000.0,USD
55674,Great North Capital Fund II,Great North Ventures,19870,Venture Capital / Growth Equity,North America,TMT,2021,2021,2,,
55676,Franklin Ventures Investments,Franklin Templeton Investments,6211,Venture Capital / Growth Equity,North America,Diversified,2021,2021,3,,
55687,Conversion Labs,Conversion Capital,14828,Venture Capital / Growth Equity,North America,Healthcare / TMT,2020,2020,5,50000000.0,USD
55688,Conversion Capital Fund III,Conversion Capital,14828,Venture Capital / Growth Equity,North America,TMT,2021,2021,3,100000000.0,USD
55697,Willow Tree Credit Partners SBIC,Willow Tree Credit Partners,19598,Mezzanine / Debt,North America,Diversified,2019,2019,12,87500000.0,USD
55698,Cleo Capital Fund II,Cleo Capital,21972,Venture Capital / Growth Equity,North America,Diversified,2021,2021,3,20000000.0,USD
55704,Delta-v Capital Opportunity Fund,Delta-v Capital,18404,Secondaries,North America,TMT,2021,2021,3,100000000.0,USD
55705,Fintech Collective NY1,FinTech Collective,18127,Venture Capital / Growth Equity,North America,Financial Services / TMT,2021,2021,3,,
55706,Brown Advisory Private Income Partners II,Brown Advisory,3944,Mezzanine / Debt,North America,Diversified,2021,2021,2,,
55710,Stellus Credit Master Fund III,Stellus Capital Management,14535,Mezzanine / Debt,North America,Energy / Oil & Gas,2021,2021,1,,
55711,Prairie Capital VII,Prairie Capital,8148,Mezzanine / Debt,North America,Diversified,2021,2021,3,425000000.0,USD
55713,Kairos-Amorphology SPV,Kairos Ventures,18382,Venture Capital / Growth Equity,North America,TMT,2021,2021,3,,
55714,Sozo Ventures III,Sozo Ventures,13477,Venture Capital / Growth Equity,North America,Financial Services / Healthcare / TMT,2021,2021,4,800000000.0,USD
55715,Framework Ventures II,Framework Venture Partners,19660,Venture Capital / Growth Equity,North America,Financial Services / Business Services,2021,2021,4,100000000.0,USD
55736,Guidepost Growth Equity III-A,Guidepost Growth Equity,9018,Venture Capital / Growth Equity,North America,TMT,2019,2019,12,400000000.0,USD
55738,Excellere SCA Co-Invest,Excellere Partners,8183,Buyout / Corporate Private Equity,North America,Biotech / Life Science / Healthcare / Industrials / Business Services,2021,2021,1,,
55741,ICG Studio Holdings,ICG Advisors,18194,Mezzanine / Debt,North America,Diversified,2021,2021,1,,
55744,Argosy Investment Partners VI,Argosy Capital,8364,Buyout / Corporate Private Equity,North America,Business Services / Other,2020,2020,12,,
55761,W Capital Partners V,W Capital Partners,7082,Secondaries,North America,Financial Services / Consumer Goods / Healthcare / TMT / Diversified,2021,2021,4,500000000.0,USD
55773,Climate Growth Fund,Blue Earth Capital,19614,Venture Capital / Growth Equity,Western Europe / Asia-Pacific / North America,Energy / Oil & Gas / Industrials / Diversified,2021,2021,4,300000000.0,USD
55782,CircleUp Growth Partners Fund II,CircleUp,15959,Venture Capital / Growth Equity,North America,Consumer Goods,2019,2019,9,200000000.0,USD
55790,Kingfisher Equity Partners IV,Kingfisher Investment Advisors,19315,Buyout / Corporate Private Equity,North America,TMT,2021,2021,4,100000000.0,USD
55801,Stonyrock Alt Fund I,Stonyrock Partners,19709,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,4,1000000000.0,USD
55802,Stonyrock Co-Invest Fund I,Stonyrock Partners,19709,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,4,,
55803,HX Venture Fund II,Houston Exponential,1953,Fund of Funds / Co-Investment,North America,TMT,2020,2020,12,50000000.0,USD
55805,Formentera Partners Fund I,Formentera Partners,22015,Buyout / Corporate Private Equity,North America,Natural Resources,2021,2021,4,400000000.0,USD
55813,Tamiami Angel Fund IV,Tamiami Angel Funds,15398,Venture Capital / Growth Equity,North America,TMT,2020,2020,5,10000000.0,USD
55814,Hamilton Lane Impact Fund II,Hamilton Lane,6521,Buyout / Corporate Private Equity,North America,Clean Tech / Renewable / Diversified,2021,2021,4,400000000.0,USD
55819,TCG 3.0,TCG Capital Management,20274,Buyout / Corporate Private Equity,North America,Consumer Goods / TMT,2021,2021,4,800000000.0,USD
55821,Tusk Venture Partners III,Tusk Ventures,19393,Venture Capital / Growth Equity,North America,Diversified,2021,2021,4,120000000.0,USD
55826,Goodwater Infinity II,Goodwater Capital,15778,Venture Capital / Growth Equity,North America,TMT,2021,2021,3,455000000.0,USD
55828,Goodwater Infinity Affiliates II,Goodwater Capital,15778,Venture Capital / Growth Equity,North America,TMT,2021,2021,3,45000000.0,USD
55834,CAZ Co-Investment Opportunities Fund - MCP Portfolio,CAZ Investments,9345,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,4,,
55838,Cynosure Investment Partners,The Cynosure Group,18504,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,12,50000000.0,USD
55841,Qiming U.S. Healthcare Fund III,Qiming Venture Partners,8624,Venture Capital / Growth Equity,North America,Healthcare,2021,2021,4,300000000.0,USD
55848,Strategic Partners Fund IX,Blackstone Strategic Partners,4013,Secondaries,North America / Western Europe,Diversified,2021,2021,4,13500000000.0,USD
55850,Coatue Growth V,Coatue Management,16237,Venture Capital / Growth Equity,North America,TMT,2021,2021,6,,
55862,Taurus Private Markets ERISA Feeder Fund,Taurus Private Markets,22033,Fund of Funds / Co-Investment,North America,Diversified,2019,2019,3,,
55863,Camden Partners Inwood Fund,Camden Partners,7465,Buyout / Corporate Private Equity,North America,Biotech / Life Science / Healthcare / Business Services / TMT,2021,2021,4,,
55867,Red Cypress Co-investment Partners,Clearlake Capital Group,8706,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,4,,
55869,TruArc Fund IV,Snow Phipps Group,11019,Buyout / Corporate Private Equity,North America,Consumer Goods / Industrials / Diversified,2021,2021,4,1000000000.0,USD
55875,Sweetwater Private Equity III,Sweetwater Private Equity,19041,Secondaries,North America,Diversified,2021,2021,3,550000000.0,USD
55882,Crescent Credit Solutions VIII,Crescent Capital Group,12199,Mezzanine / Debt,North America,Diversified,2021,2021,4,4000000000.0,USD
55883,HarbourVest Partners XII,HarbourVest Partners,6523,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,4,,
55884,EQT Growth Co-Investment,EQT,6477,Venture Capital / Growth Equity,Western Europe / North America,Diversified,2021,2021,4,,
55885,Asia Renewables Investment Partners,Goldman Sachs Asset Management,954,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,4,,
55886,HarbourVest Partners XII Micro Buyout,HarbourVest Partners,6523,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,4,,
55887,SLG Capital Kraken,SparkLabs Global Ventures,14731,Venture Capital / Growth Equity,Middle East/Africa / Asia-Pacific / Western Europe / Latin America / Central/Eastern Europe / North America,Financial Services / Consumer Goods / TMT,2021,2021,4,,
55888,HarbourVest Partners XII Venture,HarbourVest Partners,6523,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,4,,
55889,HarbourVest Partners XII Buyout,HarbourVest Partners,6523,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,4,,
55897,LSV Special Opportunities Round VI,LSV Advisors,22036,Secondaries,Asia-Pacific / North America / Western Europe,Diversified,2021,2021,1,750000000.0,USD
55901,Coatue US 48,Coatue Management,16237,Venture Capital / Growth Equity,North America,TMT,2021,2021,4,,
55902,Vintage 2021 Private Investments Offshore,JP Morgan Asset Management,5687,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,4,,
55904,Arbour Lane Credit Opportunity Fund III,Arbour Lane Capital Management,19081,Mezzanine / Debt,North America,Diversified,2021,2021,6,,
55905,Northern Light Associates Fund VI,Northern Light Venture Capital,8457,Venture Capital / Growth Equity,North America,Consumer Goods / Clean Tech / Renewable / Healthcare / TMT,2021,2021,4,100000000.0,USD
55910,Carlyle Partners VIII,The Carlyle Group,5579,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,4,22000000000.0,USD
55916,Carbon Infrastructure Partners I,Carbon Infrastructure Partners,7714,Venture Capital / Growth Equity,North America,Clean Tech / Renewable,2021,2021,4,500000000.0,CAD
55931,Acrewood X,Acrewood Holdings,21279,Venture Capital / Growth Equity,North America,Diversified,2021,2020,0,,
55933,Activate Ventures II Annex Fund,Activate Venture Partners,7551,Venture Capital / Growth Equity,North America,TMT,2020,2020,1,25000000.0,USD
55936,North America Fund II,AI Capital,22049,Venture Capital / Growth Equity,North America,TMT,2021,2021,4,100000000.0,USD
55957,Iconiq Strategic Partners VI,ICONIQ Capital,15736,Venture Capital / Growth Equity,North America,TMT / Diversified,2021,2021,4,3750000000.0,USD
55970,Proven Ventures Fund One,Burlington Capital,19207,Mezzanine / Debt,North America,Financial Services / Healthcare / TMT,2021,2021,1,10000000.0,USD
55975,Strategic Partners GP Solutions,Blackstone Strategic Partners,4013,Secondaries,North America / Western Europe,Diversified,2021,2021,0,1500000000.0,USD
55977,Global Opportunities IV,Flexstone Partners,3828,Venture Capital / Growth Equity,Asia-Pacific / Middle East/Africa / North America / Western Europe,Diversified,2020,2020,11,,
55986,Churchill Middle Market Senior Loan Fund IV,Churchill,17036,Mezzanine / Debt,North America,Diversified,2021,2021,3,,
55987,i80 Group Specialty Finance 2021,i80 Group,21094,Mezzanine / Debt,North America,Financial Services / TMT,2021,2021,4,200000000.0,USD
55995,ASP LS Co-Invest,American Securities,6371,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,0,,
55996,PIMCO Aviation Co-Invest,Pacific Investment Management Co. (PIMCO),14239,Fund of Funds / Co-Investment,North America,Transport,2021,2021,4,,
55997,SRA Private Equity Portfolio V,Summit Rock Advisors,20107,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,4,,
56005,YIELCO Specialty Lending,YIELCO Investments,14052,Fund of Funds / Co-Investment,North America / Central/Eastern Europe / Western Europe / Asia-Pacific / Latin America / Middle East/Africa,Diversified,2021,2021,1,300000000.0,EUR
56007,PEG Aggregator 2021,JP Morgan Asset Management,5687,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,3,,
56009,Partners Capital Merlin Co-Investment Fund II,Partners Capital,3641,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,3,,
56012,HighVista Opportunistic Private Credit Fund II,HighVista Strategies,3671,Mezzanine / Debt,Western Europe / North America,Diversified,2021,2021,1,,
56028,Rethink Community I,Seavest Investment Group,14785,Venture Capital / Growth Equity,North America,Other,2020,2022,3,100000000.0,USD
56029,Rethink Food I,Seavest Investment Group,14785,Venture Capital / Growth Equity,North America,Other / Agribusiness,2020,2020,0,150000000.0,USD
56039,InSolve Global Credit Fund V,Balbec Capital,16901,Mezzanine / Debt,Western Europe / Central/Eastern Europe / Asia-Pacific / Middle East/Africa / North America / Latin America,Diversified,2021,2021,0,1300000000.0,USD
56045,Expa Capital III,Expa,15223,Venture Capital / Growth Equity,North America,TMT,2021,2020,0,200000000.0,USD
56046,Neuberger Berman CLO Opportunity Fund,Neuberger Berman Private Markets,1801,Mezzanine / Debt,North America,Diversified,2020,2020,3,500000000.0,USD
56047,POF I CO-INVEST,Petrichor Healthcare Capital Management,21015,Fund of Funds / Co-Investment,North America,Healthcare,2021,2021,4,,
56049,Pacific Private Fund IV,Pacific Private Fund Advisors,19074,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,12,,
56051,Kantor Private Opportunities V,Neuberger Berman Private Markets,1801,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,4,,
56055,Norland DTS,Norland Capital,18467,Venture Capital / Growth Equity,North America,TMT,2020,2020,2,,
56056,Sixty8 Capital Fund 1,Sixty8 Capital,22066,Venture Capital / Growth Equity,North America,TMT / Diversified,2020,2021,5,20000000.0,USD
56059,Cascade Seed Fund II,Cascade Seed Fund,20218,Venture Capital / Growth Equity,North America,Consumer Goods / TMT,2021,2020,0,10000000.0,USD
56062,ESO Venture Fund IV,ESO Fund,12887,Venture Capital / Growth Equity,North America,Diversified,2020,2020,6,100000000.0,USD
56068,LSV Special Opportunities Fund VI,LGK Wealth Management,17120,Secondaries,North America,Diversified,2021,2021,1,,
56079,Valedor Cart SPV,Valedor Partners,19922,Venture Capital / Growth Equity,North America,Diversified,2021,2021,4,,
56088,Tecumseh-Infinity Medical Receivables Fund,Tecumseh Alternatives,21007,Fund of Funds / Co-Investment,North America,Healthcare,2020,2020,6,30000000.0,USD
56091,Hg Titan,Hg,6532,Mezzanine / Debt,North America / Western Europe / Central/Eastern Europe,TMT,2021,2021,4,600000000.0,USD
56094,Stride Consumer Fund I,Stride Consumer,22075,Buyout / Corporate Private Equity,North America,Consumer Goods,2020,2020,12,300000000.0,USD
56095,Stride Consumer Fund I (co-investment),Stride Consumer,22075,Fund of Funds / Co-Investment,North America,Consumer Goods,2021,2021,1,,
56096,Stride Family Investments,Stride Consumer,22075,Buyout / Corporate Private Equity,North America,Consumer Goods,2021,2021,1,,
56098,ShangBay Capital III,ShangBay Capital,19451,Venture Capital / Growth Equity,North America,Biotech / Life Science / Healthcare / TMT,2021,2021,4,,
56104,Laconia Capital Group III,Laconia Capital Group,18648,Venture Capital / Growth Equity,North America,TMT,2021,2021,4,,
56114,MBC Private Equity Fund II,Millennium Bridge Capital,4257,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,1,275000000.0,USD
56116,Satwik Mezzanine Fund IV,Satwik Ventures,19420,Venture Capital / Growth Equity,North America,TMT,2021,2021,4,10000000.0,USD
56117,FC Opendorse SPV 2021,Flyover Capital,17330,Venture Capital / Growth Equity,North America,TMT / Agribusiness,2021,2021,4,,
56118,Provenance SPV,Provenance,20847,Venture Capital / Growth Equity,North America,Consumer Goods,2021,2021,3,,
56128,Golub Capital Partners 14,Golub Capital Partners,7608,Mezzanine / Debt,North America,Diversified,2021,2021,4,,
56129,Golub Capital Partners International 14,Golub Capital Partners,7608,Mezzanine / Debt,North America,Diversified,2021,2021,4,,
56159,Ripple Ventures Fund II,Ripple Ventures,22104,Venture Capital / Growth Equity,North America,Diversified,2020,2020,10,25000000.0,USD
56161,Telstra Ventures Fund III,Telstra Ventures,20196,Venture Capital / Growth Equity,North America / Asia-Pacific,TMT,2020,2020,0,400000000.0,USD
56172,TWC II ACD Co-Invest,True Wind Capital,17284,Fund of Funds / Co-Investment,North America,TMT,2020,2020,10,,
56173,Contrary Breakout Fund I,Contrary Capital,19555,Venture Capital / Growth Equity,North America,Other,2020,2020,12,,
56177,ClearVue OPERF,ClearVue Partners,12979,Venture Capital / Growth Equity,North America,TMT,2020,2020,12,50000000.0,USD
56178,Steward Anchor Fund,Steward Asset Management,21401,Buyout / Corporate Private Equity,North America,Consumer Goods / Healthcare / Industrials / TMT / Transport,2021,2021,6,800000000.0,USD
56180,CTI Life ScienceS Fund III,CTI Life Sciences Fund,8129,Venture Capital / Growth Equity,North America,Biotech / Life Science / Healthcare / TMT,2021,2021,0,,
56186,Neuberger Berman Direct Private Equity ELTIF,Neuberger Berman Private Markets,1801,Buyout / Corporate Private Equity,Central/Eastern Europe / North America / Western Europe,Diversified,2021,2021,5,,
56188,NGP Royalty Partners,NGP Energy Capital Management,8410,Buyout / Corporate Private Equity,North America,Energy / Oil & Gas / Natural Resources,2020,2020,5,500000000.0,USD
56190,Insignia Capital Partners II,Insignia Capital Group,12900,Buyout / Corporate Private Equity,North America,Consumer Goods / Healthcare / Business Services,2021,2021,5,400000000.0,USD
56206,iCapital - VOF,iCapital Network,20104,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,4,,
56218,Ridge Ventures V,Ridge Ventures,5552,Venture Capital / Growth Equity,North America,TMT,2021,2021,4,,
56221,RCP Direct IV,RCP Advisors,1780,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,5,600000000.0,USD
56222,Thurston Fund II,Thurston Group,19704,Buyout / Corporate Private Equity,North America,Healthcare,2021,2021,4,,
56226,Seven Bridges Private Equity Opportunities Fund II,Seven Bridges Advisors,4718,Fund of Funds / Co-Investment,North America,Energy / Oil & Gas,2021,2021,5,,
56227,Feenix Venture Partners Opportunity Fund III,Feenix Venture Partners,19477,Venture Capital / Growth Equity,North America,Diversified,2021,2021,5,100000000.0,USD
56228,Brown Advisory Venture Capital Partners II,Brown Advisory,3944,Venture Capital / Growth Equity,North America,Diversified,2021,2021,5,,
56235,Venture Lending & Leasing X,Western Technology Investment,7502,Mezzanine / Debt,North America,TMT,2021,2021,4,460000000.0,USD
56251,Newpath Partners II,Newpath Partners,19528,Venture Capital / Growth Equity,North America,Biotech / Life Science,2021,2021,3,350000000.0,USD
56254,Alpha Partners Fund III,Alpha Partners,14929,Venture Capital / Growth Equity,North America,TMT,2021,2021,5,,
56257,NewView BR SPV,NewView Capital,19344,Venture Capital / Growth Equity,North America,TMT,2021,2021,4,40500000.0,USD
56261,SixThirty Fund III,SixThirty,19778,Venture Capital / Growth Equity,North America,Financial Services / TMT,2021,2021,4,75000000.0,USD
56270,Tetragon Credit Income IV,Tetragon Financial Group,17792,Mezzanine / Debt,Western Europe / North America,Diversified,2021,2021,5,,
56271,8VC PSE SPV,8VC,17030,Venture Capital / Growth Equity,North America,TMT,2021,2021,5,,
56273,BluePointe Ventures TechFund III,BluePointe Capital Management,15609,Venture Capital / Growth Equity,North America,TMT,2021,2021,4,25000000.0,USD
56275,Energize Ventures TW SPV,Energize Ventures,19158,Venture Capital / Growth Equity,North America,TMT,2021,2021,5,,
56285,TPG Tech Adjacencies II,TPG,6701,Venture Capital / Growth Equity,North America,TMT,2021,2021,5,,
56287,Light Street Beacon II,Light Street Capital,19412,Venture Capital / Growth Equity,North America,TMT,2021,2021,4,350000000.0,USD
56301,Cantos Ventures III,Cantos Ventures,17729,Venture Capital / Growth Equity,North America,TMT,2021,2021,5,50000000.0,USD
56303,Further Global Capital Partners II,Further Global Capital Management,18838,Buyout / Corporate Private Equity,North America,Financial Services,2021,2021,5,1250000000.0,USD
56306,Monta Vista Capital III,Monta Vista Capital,18623,Venture Capital / Growth Equity,North America,Healthcare / TMT,2021,2021,5,40000000.0,USD
56308,Lexington Capital Partners X,Lexington Partners,6572,Secondaries,Western Europe / North America,Diversified,2021,2021,5,15000000000.0,USD
56309,Primus Capital Fund IX,Primus Capital,6645,Buyout / Corporate Private Equity,North America,Healthcare / Business Services / TMT,2021,2021,5,750000000.0,USD
56320,1776 BeepBeep,1776,16932,Venture Capital / Growth Equity,North America,TMT,2019,2019,7,660000.0,USD
56325,RedBird Yogi,RedBird Capital Partners,16182,Venture Capital / Growth Equity,North America,Consumer Goods / TMT / Other / Diversified,2019,2019,8,,
56333,Arcano Impact Private Equity Fund,Arcano Asset Management,2175,Venture Capital / Growth Equity,Western Europe / North America / Central/Eastern Europe,Clean Tech / Renewable / Healthcare / Other / Agribusiness,2021,2020,9,300000000.0,EUR
56334,PSG Encore Warehouse III,PSG,21967,Venture Capital / Growth Equity,North America,TMT,2021,2021,6,,
56335,OVN Capital Fund I,OVN Capital,22135,Venture Capital / Growth Equity,North America,Diversified,2021,2021,5,125000000.0,USD
56339,WiL Ventures III,World Innovation Lab,15022,Venture Capital / Growth Equity,Asia-Pacific / North America,TMT,2021,2021,5,,
56340,Private Equity Welt XV,Avadis Vorsorge AG,2097,Buyout / Corporate Private Equity,North America / Asia-Pacific / Western Europe,Healthcare / TMT,2021,2021,0,,
56347,1984 Ventures II,1984 Ventures,19287,Venture Capital / Growth Equity,North America,TMT,2021,2021,3,60000000.0,USD
56353,Icon Partners III,Clearlake Capital Group,8706,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,0,,
56359,iCapital Carlyle Direct Access II,iCapital Network,20104,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,5,,
56360,Searchlight Opportunities Fund II,Searchlight Capital Partners,11431,Mezzanine / Debt,North America / Western Europe,Financial Services / Consumer Goods / Retail / Business Services / TMT / Diversified,2021,2021,5,,
56361,Bay Hills Capital Partners V,Bay Hills Capital,8794,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,6,,
56365,ABRY Senior Equity VI,ABRY Partners,6354,Mezzanine / Debt,North America,Business Services / TMT,2021,2021,5,1250000000.0,USD
56371,Dyal Capital Partners V,Blue Owl Capital,1337,Buyout / Corporate Private Equity,North America,Financial Services,2020,2020,8,9000000000.0,USD
56372,Dyal HomeCourt Partners,Blue Owl Capital,1337,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,0,2000000000.0,USD
56378,Blue Road Capital II,Blue Road Capital,16871,Venture Capital / Growth Equity,North America,Agribusiness,2021,2021,6,750000000.0,USD
56381,Dentsu Ventures Fund II,Dentsu Group Inc.,16236,Venture Capital / Growth Equity,Central/Eastern Europe / Middle East/Africa / North America / Asia-Pacific / Latin America / Western Europe,TMT,2021,2021,4,,
56391,Contrary Capital III,Contrary Capital,19555,Venture Capital / Growth Equity,North America,Other,2021,2021,6,,
56398,Aegis Special Situations Fund - Series Big Data I,Aegis Capital Corp.,21054,Buyout / Corporate Private Equity,North America,TMT,2019,2019,6,12000000.0,USD
56399,Aegis Special Situations Fund - Series Plant Protein I,Aegis Capital Corp.,21054,Buyout / Corporate Private Equity,North America,Diversified,2019,2019,8,15000000.0,USD
56405,AF Lola SPV I,AF Ventures,15177,Venture Capital / Growth Equity,North America,Consumer Goods / Retail / Agribusiness,2020,2020,8,3000000.0,USD
56409,Solamere Capital AF IV,Solamere Capital,10630,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,0,,
56422,Alta Park Private Opportunities Fund - Series II,Alta Park Capital,20729,Buyout / Corporate Private Equity,North America,TMT,2019,2019,0,,
56423,BroadVail Growth Equity Fund III,BroadVail Capital Partners,16632,Venture Capital / Growth Equity,North America,Diversified,2021,2021,6,450000000.0,USD
56437,Marquee Brands Partners II,Neuberger Berman Private Markets,1801,Buyout / Corporate Private Equity,Western Europe / Central/Eastern Europe / North America,Consumer Goods,2019,2019,4,,
56438,MIC Co-Invest,Neuberger Berman Private Markets,1801,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,4,,
56441,Altimeter Growth Pacific Fund,Altimeter Capital Management,14801,Venture Capital / Growth Equity,North America,TMT,2021,2021,3,30700000.0,USD
56442,Altimeter Growth Denali Fund,Altimeter Capital Management,14801,Venture Capital / Growth Equity,North America,TMT,2021,2021,5,50500000.0,USD
56450,Trucks Growth Fund,Trucks Venture,17290,Venture Capital / Growth Equity,North America,Transport,2021,2021,6,,
56462,PDC Opportunities IX,Pearl Diver Capital,22151,Mezzanine / Debt,North America / Western Europe / Central/Eastern Europe,Diversified,2021,2021,5,,
56473,Diagram Opportunity Fund I,Diagram,18187,Venture Capital / Growth Equity,North America,Financial Services / Healthcare,2021,2021,0,,
56476,GreenSky Accelerator Fund IV,GreenSky Capital,16554,Venture Capital / Growth Equity,North America,Clean Tech / Renewable / TMT,2021,2021,0,,
56477,Black Innovation Fund,BKR Capital,22152,Venture Capital / Growth Equity,North America,TMT / Diversified,2021,2021,0,20000000.0,CAD
56486,Acrew Diversify Capital Fund,Acrew Capital,20456,Venture Capital / Growth Equity,North America,Diversified,2021,2021,4,,
56500,Decarbonization Partners,BlackRock,867,Venture Capital / Growth Equity,Western Europe / Asia-Pacific / North America,Clean Tech / Renewable,2021,2021,0,1000000000.0,USD
56509,8VC Opportunities Fund II,8VC,17030,Venture Capital / Growth Equity,North America,TMT,2021,2021,6,880000000.0,USD
56510,Almanac Realty Securities IX,Almanac Realty Investors,5804,Mezzanine / Debt,North America,Diversified,2021,2021,4,,
56512,KKR Pebble Co-Invest,KKR,5586,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,0,,
56513,Onex North Star Co-Invest,Onex,5646,Fund of Funds / Co-Investment,North America,Diversified,2021,2021,2,,
56514,Ares Private Opportunities,Ares Management,6844,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,6,,
56515,T-VIII Skopima Co-Invest,Trident Capital,6715,Fund of Funds / Co-Investment,North America,TMT,2021,2021,4,,
56516,5AM Ventures VII,5AM Ventures,7414,Venture Capital / Growth Equity,North America,Biotech / Life Science / Healthcare,2021,2021,3,450000000.0,USD
56517,5AM Opportunities II,5AM Ventures,7414,Venture Capital / Growth Equity,North America,Biotech / Life Science / Healthcare,2021,2021,3,300000000.0,USD
56520,Michigan SEMF-Barings,Barings,2161,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,0,,
56521,Michigan SEMF-Grosvenor,GCM Grosvenor,2827,Buyout / Corporate Private Equity,North America,Diversified,2021,2021,0,,
56545,Entrepreneurial Equity Partners F&F I,Entrepreneurial Equity Partners,20423,Fund of Funds / Co-Investment,North America,Consumer Goods,2020,2020,5,,
56547,Aspireon Opportunities Fund Series 3: Open-End Strategies II,Aspireon Wealth Advisors,20984,Buyout / Corporate Private Equity,North America,Diversified,2019,2019,7,,
56550,Avenue Growth Partners Fund I,Avenue Growth Partners,22160,Venture Capital / Growth Equity,North America,Business Services,2021,2021,1,75000000.0,USD
56557,TCV Bear Technology Fund,TCV,6697,Venture Capital / Growth Equity,North America,TMT,2021,2021,0,,
